"accepted_taxa","original_taxa_Midolo2023","Disturbance.Frequency_Midolo2023","Disturbance.Frequency.herblayer_Midolo2023","Disturbance.Severity_Midolo2023","Disturbance.Severity.herblayer_Midolo2023","Grazing.Pressure_Midolo2023","Mowing.Frequency_Midolo2023","Soil.Disturbance_Midolo2023","original_taxa_Tichy2022","Ellenberg.Light_Tichy2022","Ellenberg.Moisture_Tichy2022","Ellenberg.Nutrients_Tichy2022","Ellenberg.Reaction_Tichy2022","Ellenberg.Salinity_Tichy2022","Ellenberg.Temperature_Tichy2022","original_taxa_Lososova2023","Dispersal.distance_class_Lososova2023","Dispersal.mode_Lososova2023","Plant.height_m_Lososova2023","Seed.mass_mg_Lososova2023"
"Tordylium maximum","Tordylium maximum",0.9832,1.77757,0.7311,0.65741,0.19686,0.61111,0.43704,"Tordylium maximum",7.3,3,NA,6,0,7.6,"Tordylium maximum","2","Local non-specific dispersal",0.6995,3.37596666666666
"Tordylium officinale","Tordylium officinale",1.07058,1.92745,0.79091,0.70909,0.20455,0.59312,0.44091,"Tordylium officinale",7,3.5,6,6,0,9.5,"Tordylium officinale","6","Epizoochory",0.335,NA
"Torilis","Torilis arvensis_Torilis japonica_Torilis leptophylla_Torilis nodosa",0.61484,1.6791175,0.731225,0.53981,0.2265625,0.3297825,0.3173025,"Torilis arvensis_Torilis japonica_Torilis leptophylla_Torilis nodosa",7.4,3.35,6.225,7.425,0.225,7.46666666666667,"Torilis arvensis_Torilis japonica_Torilis leptophylla_Torilis nodosa","2_6","Epizoochory_Local non-specific dispersal",0.459010416666667,1.61921394444444
"Torilis arvensis","Torilis arvensis",0.47519,1.53577,0.69468,0.47882,0.21231,0.28194,0.26004,"Torilis arvensis",7.4,3.7,5.4,7.7,0.2,7.2,"Torilis arvensis","2","Local non-specific dispersal",0.590833333333333,1.81531122222222
"Torilis arvensis arvensis","Torilis arvensis",0.47519,1.53577,0.69468,0.47882,0.21231,0.28194,0.26004,"Torilis arvensis",7.4,3.7,5.4,7.7,0.2,7.2,"Torilis arvensis","2","Local non-specific dispersal",0.590833333333333,1.81531122222222
"Torilis japonica","Torilis japonica",0.32188,1.41924,0.65475,0.35168,0.19291,0.21392,0.19061,"Torilis japonica",6.6,NA,7.4,7.6,0.2,5.9,"Torilis japonica","6","Epizoochory",0.638333333333333,1.69261122222222
"Torilis leptophylla","Torilis leptophylla",0.77034,1.91263,0.79737,0.66124,0.24715,0.39119,0.41124,"Torilis leptophylla",7.8,3,5.8,7.5,0,9.3,"Torilis leptophylla","6","Epizoochory",0.285,1.374
"Torilis nodosa","Torilis nodosa",0.89195,1.84883,0.7781,0.6675,0.25388,0.43208,0.40732,"Torilis nodosa",7.8,NA,6.3,6.9,0.5,NA,"Torilis nodosa","6","Epizoochory",0.321875,1.59493333333333
"Torilis nodosa nodosa","Torilis nodosa",0.89195,1.84883,0.7781,0.6675,0.25388,0.43208,0.40732,"Torilis nodosa",7.8,NA,6.3,6.9,0.5,NA,"Torilis nodosa","6","Epizoochory",0.321875,1.59493333333333
"Tragopogon","Tragopogon crocifolius_Tragopogon dubius_Tragopogon porrifolius_Tragopogon pratensis",1.1705,1.9076225,0.60022,0.5259075,0.2608675,0.6619125,0.2834675,"Tragopogon crocifolius_Tragopogon dubius_Tragopogon porrifolius_Tragopogon pratensis",8.1,3.475,3.9,6.7,0,NA,"Tragopogon crocifolius_Tragopogon dubius_Tragopogon porrifolius_Tragopogon pratensis","5","Anemochory",0.542125,9.7733327392857
"Tragopogon crocifolius","Tragopogon crocifolius",0.9014,1.87588,0.51944,0.43014,0.33382,0.34401,0.19867,"Tragopogon crocifolius",9,2,2.5,6,0,NA,"Tragopogon crocifolius","5","Anemochory",0.375,8.6315631
"Tragopogon dubius","Tragopogon dubius",1.11243,1.81915,0.60379,0.55348,0.26799,0.61228,0.27156,"Tragopogon dubius",7.8,3.6,NA,7,0,NA,"Tragopogon dubius","5","Anemochory",0.5,9.20266666666666
"Tragopogon orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragopogon porrifolius","Tragopogon porrifolius",0.89122,1.84274,0.76769,0.61807,0.26818,0.42195,0.35125,"Tragopogon porrifolius",8.1,4.1,5.3,7,0,NA,"Tragopogon porrifolius","5","Anemochory",0.7275,13.4050333333333
"Tragopogon pratensis","Tragopogon pratensis",1.77695,2.09272,0.50996,0.50194,0.17348,1.26941,0.31239,"Tragopogon pratensis",7.5,4.2,NA,6.8,0,NA,"Tragopogon pratensis","5","Anemochory",0.566,7.85406785714286
"Tragopogon pratensis minor","Tragopogon pratensis",1.77695,2.09272,0.50996,0.50194,0.17348,1.26941,0.31239,"Tragopogon pratensis",7.5,4.2,NA,6.8,0,NA,"Tragopogon pratensis","5","Anemochory",0.566,7.85406785714286
"Tragopogon pratensis pratensis","Tragopogon pratensis",1.77695,2.09272,0.50996,0.50194,0.17348,1.26941,0.31239,"Tragopogon pratensis",7.5,4.2,NA,6.8,0,NA,"Tragopogon pratensis","5","Anemochory",0.566,7.85406785714286
"Tragus racemosus","Tragus racemosus",1.62504,2.08474,0.71712,0.70545,0.21351,0.65954,0.44737,"Tragus racemosus",8.4,3.4,5.6,7,0.4,8.2,"Tragus racemosus","1","Local non-specific dispersal",0.188,1.24633333333333
"Tribulus terrestris","Tribulus terrestris",1.76077,2.02805,0.75021,0.74298,0.17901,0.67734,0.57,"Tribulus terrestris",8.4,3.5,NA,7.2,0.2,NA,"Tribulus terrestris","6","Epizoochory",0.1625,16.5
"Trifolium","Trifolium alpestre_Trifolium angustifolium_Trifolium arvense_Trifolium aureum_Trifolium campestre_Trifolium cherleri_Trifolium dubium_Trifolium fragiferum_Trifolium glomeratum_Trifolium hirtum_Trifolium hybridum_Trifolium lappaceum_Trifolium medium_Trifolium micranthum_Trifolium montanum_Trifolium nigrescens_Trifolium pallidum_Trifolium patens_Trifolium pratense_Trifolium repens_Trifolium resupinatum_Trifolium rubens_Trifolium scabrum_Trifolium spadiceum_Trifolium squamosum_Trifolium squarrosum_Trifolium stellatum_Trifolium striatum_Trifolium strictum_Trifolium subterraneum_Trifolium suffocatum_Trifolium tomentosum",1.3134478125,1.9773278125,0.6005234375,0.54459875,0.3105640625,0.6059265625,0.2990953125,"Trifolium alpestre_Trifolium angustifolium_Trifolium arvense_Trifolium aureum_Trifolium campestre_Trifolium cherleri_Trifolium dubium_Trifolium fragiferum_Trifolium glomeratum_Trifolium hirtum_Trifolium hybridum_Trifolium incarnatum_Trifolium lappaceum_Trifolium medium_Trifolium micranthum_Trifolium montanum_Trifolium nigrescens_Trifolium pallidum_Trifolium patens_Trifolium pratense_Trifolium repens_Trifolium resupinatum_Trifolium rubens_Trifolium scabrum_Trifolium spadiceum_Trifolium squamosum_Trifolium squarrosum_Trifolium stellatum_Trifolium striatum_Trifolium strictum_Trifolium subterraneum_Trifolium suffocatum_Trifolium tomentosum_Trifolium vesiculosum",7.85588235294118,3.71666666666667,3.64583333333333,5.78518518518518,0.594117647058824,7.032,"Trifolium alexandrinum_Trifolium alpestre_Trifolium angustifolium_Trifolium arvense_Trifolium aureum_Trifolium campestre_Trifolium cherleri_Trifolium dubium_Trifolium fragiferum_Trifolium glomeratum_Trifolium hirtum_Trifolium hybridum_Trifolium incarnatum_Trifolium lappaceum_Trifolium medium_Trifolium micranthum_Trifolium montanum_Trifolium nigrescens_Trifolium pallidum_Trifolium patens_Trifolium pratense_Trifolium repens_Trifolium resupinatum_Trifolium rubens_Trifolium scabrum_Trifolium spadiceum_Trifolium squamosum_Trifolium squarrosum_Trifolium stellatum_Trifolium striatum_Trifolium strictum_Trifolium subterraneum_Trifolium suffocatum_Trifolium tomentosum_Trifolium vesiculosum","1_2","Local non-specific dispersal",0.235286111111111,1.45182192445557
"Trifolium alexandrinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trifolium alexandrinum","2","Local non-specific dispersal",0.375,3.07
"Trifolium alpestre","Trifolium alpestre",0.44136,1.53344,0.55392,0.33221,0.25258,0.32879,0.1451,"Trifolium alpestre",7.1,3.4,3.2,6.6,0,5.8,"Trifolium alpestre","1","Local non-specific dispersal",0.28,2.62288888888889
"Trifolium angustifolium","Trifolium angustifolium",0.86266,1.77026,0.66297,0.55959,0.29178,0.47455,0.28711,"Trifolium angustifolium",8.1,3.7,3.7,6,0.5,NA,"Trifolium angustifolium","1","Local non-specific dispersal",0.22375,1.41852499999999
"Trifolium arvense","Trifolium arvense",1.32442,1.96973,0.53746,0.50691,0.30223,0.5926,0.35081,"Trifolium arvense",8.2,2.9,2.1,NA,0.2,5.7,"Trifolium arvense","1","Local non-specific dispersal",0.194333333333333,0.367259277777777
"Trifolium aureum","Trifolium aureum",1.02807,1.87452,0.53846,0.48278,0.24362,0.70983,0.28858,"Trifolium aureum",7.1,4,2.8,4.4,0,5.3,"Trifolium aureum","2","Local non-specific dispersal",0.316666666666667,0.403933333333333
"Trifolium campestre","Trifolium campestre",1.07112,1.9013,0.57992,0.51518,0.29518,0.55737,0.30954,"Trifolium campestre",8,3.9,3.3,6,0.3,5.8,"Trifolium campestre","1","Local non-specific dispersal",0.184,0.364984047619047
"Trifolium campestre campestre","Trifolium spadiceum",1.42843,1.86116,0.46474,0.44314,0.18675,0.7607,0.20367,"Trifolium spadiceum",7.3,7.5,3,3.3,0,3.8,"Trifolium spadiceum","1","Local non-specific dispersal",0.254,0.772
"Trifolium cherleri","Trifolium cherleri",1.22145,2.02095,0.63155,0.58916,0.34163,0.47363,0.33477,"Trifolium cherleri",8,4,4,4,0,9,"Trifolium cherleri","1","Local non-specific dispersal",0.076,2.22
"Trifolium dubium","Trifolium dubium",1.97957,2.23767,0.50969,0.50576,0.28385,1.1694,0.36995,"Trifolium dubium",6.6,NA,4.1,5.6,0.1,5.6,"Trifolium dubium","1","Local non-specific dispersal",0.238,0.434054891304348
"Trifolium fragiferum","Trifolium fragiferum",1.68021,2.23811,0.5227,0.5119,0.53264,0.61392,0.18076,"Trifolium fragiferum",8,NA,6.5,7.4,3.5,6.1,"Trifolium fragiferum","1","Local non-specific dispersal",0.2075,1.46103433333333
"Trifolium glomeratum","Trifolium glomeratum",1.37536,2.02108,0.58121,0.55047,0.34665,0.51958,0.33939,"Trifolium glomeratum",8,3.3,3.5,4,0,7.7,"Trifolium glomeratum","1","Local non-specific dispersal",0.0856666666666667,0.426
"Trifolium hirtum","Trifolium hirtum",1.38624,2.04777,0.67311,0.645,0.29407,0.64264,0.36904,"Trifolium hirtum",7.8,3.6,5.5,NA,0.3,NA,"Trifolium hirtum","1","Local non-specific dispersal",0.1975,2.772
"Trifolium hybridum","Trifolium hybridum",1.63975,1.97838,0.58157,0.57087,0.22394,0.78688,0.30653,"Trifolium hybridum",7.1,6.3,5.7,7,0.3,NA,"Trifolium hybridum","2","Local non-specific dispersal",0.3385,0.833250111083333
"Trifolium hybridum elegans","Trifolium hybridum",1.63975,1.97838,0.58157,0.57087,0.22394,0.78688,0.30653,"Trifolium hybridum",7.1,6.3,5.7,7,0.3,NA,"Trifolium hybridum","2","Local non-specific dispersal",0.3385,0.833250111083333
"Trifolium hybridum hybridum","Trifolium hybridum",1.63975,1.97838,0.58157,0.57087,0.22394,0.78688,0.30653,"Trifolium hybridum",7.1,6.3,5.7,7,0.3,NA,"Trifolium hybridum","2","Local non-specific dispersal",0.3385,0.833250111083333
"Trifolium incarnatum",NA,NA,NA,NA,NA,NA,NA,NA,"Trifolium incarnatum",8.2,3.7,NA,4.8,0.4,7.6,"Trifolium incarnatum","2","Local non-specific dispersal",0.339666666666667,2.84155
"Trifolium incarnatum molinerii",NA,NA,NA,NA,NA,NA,NA,NA,"Trifolium incarnatum",8.2,3.7,NA,4.8,0.4,7.6,"Trifolium incarnatum","2","Local non-specific dispersal",0.339666666666667,2.84155
"Trifolium lappaceum","Trifolium lappaceum",0.91864,1.86991,0.68808,0.6016,0.3,0.37626,0.33454,"Trifolium lappaceum",7.7,NA,3.5,NA,0.3,9.3,"Trifolium lappaceum","1","Local non-specific dispersal",0.135,0.9
"Trifolium medium","Trifolium medium",0.54218,1.62322,0.56389,0.38625,0.2071,0.45499,0.20782,"Trifolium medium",7,4.1,3.1,6.1,0,5.7,"Trifolium medium","2","Local non-specific dispersal",0.339,1.97913333333333
"Trifolium micranthum","Trifolium micranthum",1.95415,2.27654,0.53677,0.53266,0.38378,0.59458,0.36633,"Trifolium micranthum",8.4,NA,3.6,NA,1.1,7.3,"Trifolium micranthum","1","Local non-specific dispersal",0.112222222222222,0.3348
"Trifolium montanum","Trifolium montanum",1.15806,1.88171,0.5008,0.46007,0.26575,0.81709,0.16527,"Trifolium montanum",7.7,3.3,2,7.8,0,5.2,"Trifolium montanum","2","Local non-specific dispersal",0.372,1.23340476190476
"Trifolium nigrescens","Trifolium nigrescens",1.42328,2.03798,0.73069,0.68791,0.33312,0.47792,0.39825,"Trifolium nigrescens",7.5,4.5,6.5,5,0.7,NA,"Trifolium nigrescens","1","Local non-specific dispersal",0.12,0.5
"Trifolium nigrescens nigrescens","Trifolium nigrescens",1.42328,2.03798,0.73069,0.68791,0.33312,0.47792,0.39825,"Trifolium nigrescens",7.5,4.5,6.5,5,0.7,NA,"Trifolium nigrescens","1","Local non-specific dispersal",0.12,0.5
"Trifolium pallidum","Trifolium pallidum",1.76571,2.08658,0.66144,0.65345,0.2313,0.85428,0.25108,"Trifolium pallidum",7.8,NA,NA,6.8,0,8.8,"Trifolium pallidum","2","Local non-specific dispersal",0.3975,0.7706
"Trifolium patens","Trifolium patens",2.05476,2.21349,0.54283,0.53997,0.17206,1.3392,0.26491,"Trifolium patens",8,NA,NA,6,0,NA,"Trifolium patens","2","Local non-specific dispersal",0.345,0.6425
"Trifolium pratense","Trifolium pratense",1.37487,2.0182,0.51602,0.49187,0.26179,0.89491,0.32262,"Trifolium pratense",7.3,NA,NA,5.9,0.1,4.3,"Trifolium pratense","2","Local non-specific dispersal",0.460666666666667,1.60258551388889
"Trifolium repens","Trifolium repens",1.73719,2.14421,0.53223,0.52325,0.39374,0.94278,0.35054,"Trifolium repens",7.7,NA,NA,5.6,0.7,NA,"Trifolium repens","1","Local non-specific dispersal",0.2125,0.653949888866666
"Trifolium repens prostratum","Trifolium repens",1.73719,2.14421,0.53223,0.52325,0.39374,0.94278,0.35054,"Trifolium repens",7.7,NA,NA,5.6,0.7,NA,"Trifolium repens","1","Local non-specific dispersal",0.2125,0.653949888866666
"Trifolium resupinatum","Trifolium resupinatum",1.48605,2.06884,0.63441,0.61472,0.26914,0.59449,0.26747,"Trifolium resupinatum",8.1,NA,NA,NA,1.3,NA,"Trifolium resupinatum","1","Local non-specific dispersal",0.244,1.04544444444444
"Trifolium rubens","Trifolium rubens",0.36605,1.52955,0.58019,0.31811,0.24573,0.32627,0.11396,"Trifolium rubens",7.1,3.5,2.8,8,0,6,"Trifolium rubens","2","Local non-specific dispersal",0.464,2.13666666666666
"Trifolium scabrum","Trifolium scabrum",1.08234,1.81419,0.67232,0.58995,0.35306,0.30956,0.32201,"Trifolium scabrum",8.5,2.4,2.4,7.2,0.5,NA,"Trifolium scabrum","1","Local non-specific dispersal",0.160625,0.754210833333333
"Trifolium squamosum","Trifolium squamosum",1.01374,2.04273,0.55478,0.49829,0.39244,0.44837,0.196,"Trifolium squamosum",8.6,NA,NA,6.2,1.5,NA,"Trifolium squamosum","1","Local non-specific dispersal",0.255,1.2
"Trifolium squarrosum","Trifolium squarrosum",1.25306,2.06048,0.72373,0.68519,0.25088,0.729,0.40893,"Trifolium squarrosum",9,2,2,3,0,9,"Trifolium squarrosum","1","Local non-specific dispersal",0.2475,3.6
"Trifolium stellatum","Trifolium stellatum",0.76689,1.82869,0.75116,0.58988,0.30899,0.28475,0.31786,"Trifolium stellatum",8,3.5,5.5,6,0.5,9,"Trifolium stellatum","1","Local non-specific dispersal",0.145,3.07209669683333
"Trifolium striatum","Trifolium striatum",1.80603,2.17215,0.54358,0.53676,0.35115,0.66547,0.33482,"Trifolium striatum",8.2,2.5,2.2,3.7,1,7.3,"Trifolium striatum","1","Local non-specific dispersal",0.199666666666667,1.63750666666666
"Trifolium strictum","Trifolium strictum",1.67421,1.97167,0.48101,0.47324,0.34269,0.66098,0.24821,"Trifolium strictum",8.3,2,1.5,NA,2.3,7.3,"Trifolium strictum","1","Local non-specific dispersal",0.148333333333333,0.453706666666666
"Trifolium subterraneum","Trifolium subterraneum",1.30137,2.10603,0.66037,0.62634,0.45436,0.33014,0.38524,"Trifolium subterraneum",8.4,2.6,NA,NA,1.3,8.8,"Trifolium subterraneum","1","Local non-specific dispersal",0.133083333333333,6.142287
"Trifolium suffocatum","Trifolium suffocatum",1.6414,2.07777,0.71746,0.69686,0.46719,0.30239,0.41529,"Trifolium suffocatum",8,4.3,NA,5,0,8.7,"Trifolium suffocatum","1","Local non-specific dispersal",0.0333333333333333,0.200295
"Trifolium tomentosum","Trifolium tomentosum",1.27171,1.99618,0.78769,0.70782,0.35886,0.35633,0.41465,"Trifolium tomentosum",8,4.5,5,7.5,0,9,"Trifolium tomentosum","1","Local non-specific dispersal",0.1,0.5671
"Trifolium vessiculosum",NA,NA,NA,NA,NA,NA,NA,NA,"Trifolium vesiculosum",8.3,3.7,NA,7.3,3.3,7.7,"Trifolium vesiculosum","2","Local non-specific dispersal",0.3,1.38
"Trigonella","Trigonella esculenta_Trigonella gladiata",1.54696,2.080545,0.72549,0.68348,0.303925,0.451555,0.35173,"Trigonella esculenta_Trigonella foenum-graecum_Trigonella gladiata",8.63333333333333,3.56666666666667,3.93333333333333,7.43333333333333,0.1,9.15,"Trigonella esculenta_Trigonella foenum-graecum_Trigonella gladiata","1_2","Local non-specific dispersal",0.267444444444444,11.5195
"Trigonella corniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trigonella esculenta","Trigonella esculenta",1.19346,2.0617,0.83333,0.78,0.21667,0.50934,0.43784,"Trigonella esculenta",9,4,5,7,0,9,"Trigonella esculenta","2","Local non-specific dispersal",0.3,NA
"Trigonella foenum-graecum",NA,NA,NA,NA,NA,NA,NA,NA,"Trigonella foenum-graecum",8.5,3.7,5.3,7,0.3,9.3,"Trigonella foenum-graecum","2","Local non-specific dispersal",0.389,14.939
"Trigonella gladiata","Trigonella gladiata",1.90046,2.09939,0.61765,0.58696,0.39118,0.39377,0.26562,"Trigonella gladiata",8.4,3,1.5,8.3,0,NA,"Trigonella gladiata","1","Local non-specific dispersal",0.113333333333333,8.1
"Trigonotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trigonotis peduncularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tripleurospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tripleurospermum inodorum_Tripleurospermum maritimum","3","Myrmecochory",0.3625,0.368880611111111
"Tripleurospermum inodorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tripleurospermum inodorum","3","Myrmecochory",0.485,0.33825
"Tripleurospermum maritimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tripleurospermum maritimum","3","Myrmecochory",0.24,0.399511222222222
"Trisetaria aurea","Trisetaria aurea",1.62563,2.22768,0.75179,0.73571,0.3,0.60599,0.41129,"Trisetaria aurea",8,2,5,8,0,9,"Trisetaria aurea","1","Local non-specific dispersal",0.145,NA
"Trisetaria panicea","Trisetaria panicea",1.92852,2.2193,0.87469,0.87101,0.18447,1.02579,0.48405,"Trisetaria panicea",8,6,6,8,0,9,"Trisetaria panicea","1","Local non-specific dispersal",0.285,0.0577
"Trisetum flavescens","Trisetum flavescens",1.58015,2.09593,0.50653,0.49224,0.16876,1.26254,0.34689,"Trisetum flavescens",7.4,NA,4.4,6,0,4.4,"Trisetum flavescens","2","Local non-specific dispersal",0.6,0.3378125
"Trisetum flavescens flavescens","Trisetum flavescens",1.58015,2.09593,0.50653,0.49224,0.16876,1.26254,0.34689,"Trisetum burnoufii",8,4,4,8,0,8,"Trisetum burnoufii","","Local non-specific dispersal",NA,NA
"Triticale x rimpaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triticosecale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x Triticosecale rimpaui","","Local non-specific dispersal",NA,NA
"Triticosecale rimpaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x Triticosecale rimpaui","","Local non-specific dispersal",NA,NA
"Triticum",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum aestivum_Triticum monococcum_Triticum turgidum",8.23333333333333,4.63333333333333,5.76666666666667,6.4,0,7.03333333333333,"Triticum aestivum_Triticum monococcum_Triticum turgidum","2","Local non-specific dispersal",0.923833333333333,38.4029466666667
"Triticum aestivum",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum aestivum",8.2,4.7,6.2,6.7,0,7,"Triticum aestivum","2","Local non-specific dispersal",0.9715,41.17884
"Triticum aestivum spelta",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum aestivum",8.2,4.7,6.2,6.7,0,7,"Triticum aestivum","2","Local non-specific dispersal",0.9715,41.17884
"Triticum aestivum spelta",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum aestivum",8.2,4.7,6.2,6.7,0,7,"Triticum aestivum","2","Local non-specific dispersal",0.9715,41.17884
"Triticum monococcum monococcum",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum monococcum",8,4.7,5.5,5.5,0,6.8,"Triticum monococcum","2","Local non-specific dispersal",0.725,27.13
"Triticum turgidum",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum turgidum",8.5,4.5,5.6,7,0,7.3,"Triticum turgidum","2","Local non-specific dispersal",1.075,46.9
"Triticum turgidum durum",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum turgidum",8.5,4.5,5.6,7,0,7.3,"Triticum turgidum","2","Local non-specific dispersal",1.075,46.9
"Triticum turgidum durum",NA,NA,NA,NA,NA,NA,NA,NA,"Triticum turgidum",8.5,4.5,5.6,7,0,7.3,"Triticum turgidum","2","Local non-specific dispersal",1.075,46.9
"Tulipa","Tulipa gesneriana_Tulipa sylvestris",1.58144,2.02423,0.501295,0.448845,0.401235,0.302925,0.237545,"Tulipa agenensis_Tulipa gesneriana_Tulipa sylvestris",7.16666666666667,3.66666666666667,6,6.8,0,7.3,"Tulipa agenensis_Tulipa gesneriana_Tulipa sylvestris","2","Local non-specific dispersal",0.451666666666667,4.84994166666667
"Tulipa agenensis",NA,NA,NA,NA,NA,NA,NA,NA,"Tulipa agenensis",7,4,6,7,0,7.3,"Tulipa agenensis","2","Local non-specific dispersal",0.6875,2.93
"Tulipa clusiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa gesneriana","Tulipa gesneriana",2.26659,2.26659,0.49661,0.49661,0.46,0.38317,0.26349,"Tulipa gesneriana",7,4,6,7,0,NA,"Tulipa gesneriana","2","Local non-specific dispersal",0.3375,NA
"Tulipa sylvestris sylvestris","Tulipa sylvestris",0.89629,1.78187,0.50598,0.40108,0.34247,0.22268,0.2116,"Tulipa sylvestris",7.5,3,NA,6.4,0,NA,"Tulipa sylvestris","2","Local non-specific dispersal",0.33,6.76988333333333
"Turgenia latifolia","Turgenia latifolia",1.51204,2.09968,0.83898,0.82034,0.16071,0.49626,0.72105,"Turgenia latifolia",7.9,3.2,4,8.7,0,NA,"Turgenia latifolia","2","Local non-specific dispersal",0.332,32.895
"Tussilago farfara","Tussilago farfara",0.83673,1.6192,0.63414,0.54614,0.19592,0.40196,0.32047,"Tussilago farfara",7.9,6,6,7.4,0,4.8,"Tussilago farfara","5","Anemochory",0.172,0.269855444444444
"Typha latifolia","Typha latifolia",1.52158,1.7567,0.28724,0.27204,0.11301,0.44709,0.12424,"Typha latifolia",7.9,10,7.4,6.7,0.9,5.7,"Typha latifolia","5","Anemochory",1.75233333333333,0.0660358974358974
"Tyrimnus leucographus","Tyrimnus leucographus",1.2773,2.05638,0.79565,0.74043,0.26957,0.55954,0.39333,"Tyrimnus leucographus",7.7,3.3,7,6.3,0,9.7,"Tyrimnus leucographus","5","Anemochory",0.57,NA
"Ulex","Ulex europaeus",0.525,1.4092,0.52672,0.28624,0.25818,0.16949,0.16446,"Ulex europaeus",7.5,4.8,2.3,3.5,0,6.5,"Ulex europaeus","3","Myrmecochory",1.89666666666667,6.07566666666666
"Ulex europaeus","Ulex europaeus",0.525,1.4092,0.52672,0.28624,0.25818,0.16949,0.16446,"Ulex europaeus",7.5,4.8,2.3,3.5,0,6.5,"Ulex europaeus","3","Myrmecochory",1.89666666666667,6.07566666666666
"Ulmaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulmus","Ulmus glabra_Ulmus laevis_Ulmus minor_Ulmus procera",0.0841,1.3749575,0.6912125,0.212175,0.1942925,0.0128175,0.107935,"Ulmus glabra_Ulmus laevis_Ulmus minor_Ulmus procera",4.96666666666667,6.43333333333333,6.625,7.225,0.025,6.5,"Ulmus glabra_Ulmus laevis_Ulmus minor_Ulmus procera","4","Anemochory",27.9543650793651,7.841325
