"original_taxa","original_ID","database_ID","simplified_taxa","accepted_taxa","in_WFO","match","accepted_wfo"
"Poterium sanguisorba",NA,"FR_ANN_500_ENI","Poterium sanguisorba","Sanguisorba minor","Accepted","Synonym","Sanguisorba minor"
"Poterium verrucosum",NA,"FR_ANN_500_ENI","Poterium verrucosum","Sanguisorba verrucosa","Accepted","Synonym","Sanguisorba verrucosa"
"Schedonorus arundinaceus gpe",NA,"FR_ANN_500_ENI","Schedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Scorpiurus subvillosus",NA,"FR_ANN_500_ENI","Scorpiurus subvillosus","Scorpiurus muricatus","Accepted","Synonym","Scorpiurus muricatus"
"Setaria italica subsp. viridis",NA,"FR_ANN_500_ENI","Setaria italica viridis","Setaria viridis","Accepted","Synonym","Setaria viridis"
"Sinapis arvensis",NA,"FR_ANN_500_ENI","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Stellaria holostea",NA,"FR_ANN_500_ENI","Stellaria holostea","Rabelera holostea","Accepted","Synonym","Rabelera holostea"
"Symphyotrichum subulatum",NA,"FR_ANN_500_ENI","Symphyotrichum subulatum","Aster subulatus","Accepted","Synonym","Aster subulatus"
"Tracheophyta",NA,"FR_ANN_500_ENI","Tracheophyta",NA,"NOT FOUND","NOT FOUND",NA
"Trigonella alba",NA,"FR_ANN_500_ENI","Trigonella alba","Melilotus albus","Accepted","Synonym","Melilotus albus"
"Trigonella officinalis",NA,"FR_ANN_500_ENI","Trigonella officinalis","Melilotus officinalis","Accepted","Synonym","Melilotus officinalis"
"Valerianella dentata",NA,"FR_ANN_500_ENI","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella discoidea",NA,"FR_ANN_500_ENI","Valerianella discoidea","Valeriana discoidea","Accepted","Synonym","Valeriana discoidea"
"Valerianella eriocarpa",NA,"FR_ANN_500_ENI","Valerianella eriocarpa","Valeriana eriocarpa","Accepted","Synonym","Valeriana eriocarpa"
"Valerianella locusta",NA,"FR_ANN_500_ENI","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Valerianella microcarpa",NA,"FR_ANN_500_ENI","Valerianella microcarpa","Valerianella abyssinica","Accepted","Synonym","Valerianella abyssinica"
"Vicia dasycarpa",NA,"FR_ANN_500_ENI","Vicia dasycarpa","Vicia villosa varia","Accepted","Synonym","Vicia villosa subsp. varia"
"Vulpia",NA,"FR_ANN_500_ENI","Vulpia","Festuca","Accepted","Synonym","Festuca"
"Vulpia bromoides",NA,"FR_ANN_500_ENI","Vulpia bromoides","Festuca bromoides","Accepted","Synonym","Festuca bromoides"
"Vulpia ciliata",NA,"FR_ANN_500_ENI","Vulpia ciliata","Festuca ambigua","Accepted","Synonym","Festuca ambigua"
"Vulpia fasciculata",NA,"FR_ANN_500_ENI","Vulpia fasciculata","Festuca fasciculata","Accepted","Synonym","Festuca fasciculata"
"Vulpia ligustica",NA,"FR_ANN_500_ENI","Vulpia ligustica","Festuca ligustica","Accepted","Synonym","Festuca ligustica"
"Vulpia myuros",NA,"FR_ANN_500_ENI","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"x Conyzerigeron",NA,"FR_ANN_500_ENI","x Conyzerigeron","Conyzigeron","Accepted","Fuzzy","Conyzigeron"
"Agrostis stolonifera var. stolonifera L., 1753","142987","FR_VIN_ALPES","Agrostis stolonifera stolonifera","Agrostis stolonifera","Accepted","Synonym","Agrostis stolonifera"
"Anisantha sterilis (L.) Nevski, 1934","82757","FR_VIN_ALPES","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"Arenaria leptoclados (Rchb.) Guss., 1844","83596","FR_VIN_ALPES","Arenaria leptoclados","Arenaria serpyllifolia leptoclados","Accepted","Synonym","Arenaria serpyllifolia subsp. leptoclados"
"Asparagus officinalis subsp. officinalis L., 1753","131756","FR_VIN_ALPES","Asparagus officinalis officinalis","Asparagus officinalis","Accepted","Synonym","Asparagus officinalis"
"Brachypodium rupestre (Host) Roem. & Schult., 1817","86301","FR_VIN_ALPES","Brachypodium rupestre","Brachypodium pinnatum","Accepted","Synonym","Brachypodium pinnatum"
"Bromopsis erecta (Huds.) Fourr., 1869","86512","FR_VIN_ALPES","Bromopsis erecta","Bromus erectus","Accepted","Synonym","Bromus erectus"
"Bryonia dioica subsp. dioica Jacq., 1774","1005963","FR_VIN_ALPES","Bryonia dioica dioica","Bryonia cretica dioica","Accepted","Synonym","Bryonia cretica dioica"
"Centranthus ruber (L.) DC., 1805","89888","FR_VIN_ALPES","Centranthus ruber","Valeriana rubra","Accepted","Synonym","Valeriana rubra"
"Convolvulus sepium L., 1753","92353","FR_VIN_ALPES","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Elytrigia repens (L.) Desv. ex Nevski, 1934","96046","FR_VIN_ALPES","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Erigeron canadensis x Erigeron sumatrensis","611693","FR_VIN_ALPES","Erigeron canadensis x sumatrensis","Erigeron canadensis","Accepted","Binomial","Erigeron canadensis"
"Erodium cicutarium subsp. cicutarium (L.) L'Hér., 1789","134238","FR_VIN_ALPES","Erodium cicutarium cicutarium","Erodium cicutarium","Accepted","Synonym","Erodium cicutarium"
"Helictochloa Romero Zarco, 2011","715576","FR_VIN_ALPES","Helictochloa romero","Helictochloa","Accepted","Fuzzy","Helictochloa"
"Legousia speculum-veneris subsp. speculum-veneris (L.) Chaix, 1785","997406","FR_VIN_ALPES","Legousia speculum-veneris speculum-veneris","Legousia speculum-veneris","Accepted","Synonym","Legousia speculum-veneris"
"Medicago sativa nothosubsp. media (Pers.) Schübl. & G.Martens, 1834","137671","FR_VIN_ALPES","Medicago sativa nothosubsp media","Medicago sativa","Accepted","Synonym","Medicago sativa"
"Medicago sativa subsp. falcata (L.) Arcang., 1882","137666","FR_VIN_ALPES","Medicago sativa falcata","Medicago falcata","Accepted","Synonym","Medicago falcata"
"Melica ciliata subsp. ciliata L., 1753","137719","FR_VIN_ALPES","Melica ciliata ciliata","Melica ciliata","Accepted","Synonym","Melica ciliata"
"Oxalis corniculata subsp. corniculata L., 1753","455754","FR_VIN_ALPES","Oxalis corniculata corniculata","Oxalis corniculata","Accepted","Synonym","Oxalis corniculata"
"Parthenocissus inserta (A.Kern.) Fritsch, 1922","112463","FR_VIN_ALPES","Parthenocissus inserta","Parthenocissus quinquefolia","Accepted","Synonym","Parthenocissus quinquefolia"
"Phelipanche purpurea (Jacq.) Soják, 1972","113099","FR_VIN_ALPES","Phelipanche purpurea","Orobanche purpurea","Accepted","Synonym","Orobanche purpurea"
"Pisum sativum L., 1753","113778","FR_VIN_ALPES","Pisum sativum","Lathyrus oleraceus","Accepted","Synonym","Lathyrus oleraceus"
"Poterium sanguisorba L., 1753","115789","FR_VIN_ALPES","Poterium sanguisorba","Sanguisorba minor","Accepted","Synonym","Sanguisorba minor"
"Rumex acetosa subsp. acetosa L., 1753","140321","FR_VIN_ALPES","Rumex acetosa acetosa","Rumex acetosa","Accepted","Synonym","Rumex acetosa"
"Schedonorus arundinaceus (Schreb.) Dumort., 1824 [nom. cons.]","717533","FR_VIN_ALPES","Schedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Sinapis arvensis L., 1753","123713","FR_VIN_ALPES","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Trifolium scabrum subsp. scabrum L., 1753","141911","FR_VIN_ALPES","Trifolium scabrum scabrum","Trifolium scabrum","Accepted","Synonym","Trifolium scabrum"
"Valerianella dentata (L.) Pollich, 1776","128467","FR_VIN_ALPES","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella locusta (L.) Laterr., 1821","128476","FR_VIN_ALPES","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Vicia segetalis Thuill., 1799","129302","FR_VIN_ALPES","Vicia segetalis","Vicia sativa nigra","Accepted","Synonym","Vicia sativa subsp. nigra"
"Vulpia myuros (L.) C.C.Gmel., 1805","130028","FR_VIN_ALPES","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"x Triticosecale rimpaui Wittm., 1899","130471","FR_VIN_ALPES","x Triticosecale rimpaui","Triticosecale rimpaui","Unchecked","Fuzzy","Triticosecale rimpaui"
"Ziziphora acinos (L.) Melnikov, 2016","970955","FR_VIN_ALPES","Ziziphora acinos","Clinopodium acinos","Accepted","Synonym","Clinopodium acinos"
"Lycopsis arvensis",NA,"UK_ANN_Boundary_Margin_Verge","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Brassica napus subsp. oleifera",NA,"UK_ANN_Boundary_Margin_Verge","Brassica napus oleifera","Brassica napus","Accepted","Binomial","Brassica napus"
"Brassica nigra",NA,"UK_ANN_Boundary_Margin_Verge","Brassica nigra","Mutarda nigra","Accepted","Synonym","Mutarda nigra"
"Chamaenerion angustifolium",NA,"UK_ANN_Boundary_Margin_Verge","Chamaenerion angustifolium","Epilobium angustifolium","Accepted","Synonym","Epilobium angustifolium"
"×Hesperotropsis leylandii",NA,"UK_ANN_Boundary_Margin_Verge","x Hesperotropsis leylandii","x Hesperotropsis x leylandii","Accepted","Fuzzy","x Hesperotropsis x leylandii"
"Erysimum cheiri",NA,"UK_ANN_Boundary_Margin_Verge","Erysimum cheiri","Erysimum x cheiri","Accepted","Fuzzy","Erysimum x cheiri"
"Fallopia japonica",NA,"UK_ANN_Boundary_Margin_Verge","Fallopia japonica","Reynoutria japonica","Accepted","Synonym","Reynoutria japonica"
"Meconopsis cambrica",NA,"UK_ANN_Boundary_Margin_Verge","Meconopsis cambrica","Parameconopsis cambrica","Accepted","Synonym","Parameconopsis cambrica"
"Papaver hybridum",NA,"UK_ANN_Boundary_Margin_Verge","Papaver hybridum","Roemeria hispida","Accepted","Synonym","Roemeria hispida"
"Rorippa nasturtium-aquaticum",NA,"UK_ANN_Boundary_Margin_Verge","Rorippa nasturtium-aquaticum","Nasturtium officinale","Accepted","Synonym","Nasturtium officinale"
"Leontodon autumnalis",NA,"UK_ANN_Boundary_Margin_Verge","Leontodon autumnalis","Scorzoneroides autumnalis","Accepted","Synonym","Scorzoneroides autumnalis"
"Sinapis arvensis",NA,"UK_ANN_Boundary_Margin_Verge","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Stellaria holostea",NA,"UK_ANN_Boundary_Margin_Verge","Stellaria holostea","Rabelera holostea","Accepted","Synonym","Rabelera holostea"
"Sinapis arvensis","SINAR","BE_ANN_EXPLORE","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Polygonum convolvulus","POLCO","BE_ANN_EXPLORE","Polygonum convolvulus","Fallopia convolvulus","Accepted","Synonym","Fallopia convolvulus"
"Buniun bulbocastanum","BUIBU","BE_ANN_EXPLORE","Buniun bulbocastanum","Bunium bulbocastanum","Accepted","Fuzzy","Bunium bulbocastanum"
"Minuartia hybrida","MTIHY","BE_ANN_EXPLORE","Minuartia hybrida","Sabulina tenuifolia hybrida","Accepted","Synonym","Sabulina tenuifolia subsp. hybrida"
"Cyanus segetum","CENCY","BE_ANN_EXPLORE","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Valerianella dentata","VLLDE","BE_ANN_EXPLORE","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella locusta","VLLLO","BE_ANN_EXPLORE","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Daucus carotta","DAUCA","BE_ANN_EXPLORE","Daucus carotta","Daucus carota","Accepted","Fuzzy","Daucus carota"
"Sonchus arvenses","SONAR","BE_ANN_EXPLORE","Sonchus arvenses","Sonchus arvensis","Accepted","Fuzzy","Sonchus arvensis"
"Potentilla anserina","PTLAN","BE_ANN_EXPLORE","Potentilla anserina","Argentina anserina","Accepted","Synonym","Argentina anserina"
"Lencanthemum vulgare","CHYLE","BE_ANN_EXPLORE","Lencanthemum vulgare","Leucanthemum vulgare","Accepted","Fuzzy","Leucanthemum vulgare"
"Triticum spelta","TRZSP","BE_ANN_EXPLORE","Triticum spelta","Triticum aestivum spelta","Accepted","Synonym","Triticum aestivum subsp. spelta"
"Valerianella eriocarpa","VLLER","BE_ANN_EXPLORE","Valerianella eriocarpa","Valeriana eriocarpa","Accepted","Synonym","Valeriana eriocarpa"
"Geleopsis tetrahit","GAETE","BE_ANN_EXPLORE","Geleopsis tetrahit","Galeopsis tetrahit","Accepted","Fuzzy","Galeopsis tetrahit"
"Alchemilla acutiloba","ALCAC","BE_ANN_EXPLORE","Alchemilla acutiloba","Alchemilla vulgaris","Accepted","Synonym","Alchemilla vulgaris"
"Lactuca murralis","MYLMU","BE_ANN_EXPLORE","Lactuca murralis","Lactuca muralis","Unchecked","Fuzzy","Lactuca muralis"
"Chamerion angustifolium","CHAAN","BE_ANN_EXPLORE","Chamerion angustifolium","Epilobium angustifolium","Accepted","Synonym","Epilobium angustifolium"
"Hdrocotyle sibthorpioides","HYDSI","BE_ANN_EXPLORE","Hdrocotyle sibthorpioides","Hydrocotyle sibthorpioides","Accepted","Fuzzy","Hydrocotyle sibthorpioides"
"Cerastium holosteoides","CERVU","BE_ANN_EXPLORE","Cerastium holosteoides","Cerastium fontanum vulgare","Accepted","Synonym","Cerastium fontanum subsp. vulgare"
"Ephippiger perforatus","EPHPP","BE_ANN_EXPLORE","Ephippiger perforatus",NA,"NOT FOUND","NOT FOUND",NA
"Consolida regalis","CNSRE","BE_ANN_EXPLORE","Consolida regalis","Delphinium consolida","Accepted","Synonym","Delphinium consolida"
"Arenaria leptoclados","ARILE","BE_ANN_EXPLORE","Arenaria leptoclados","Arenaria serpyllifolia leptoclados","Accepted","Synonym","Arenaria serpyllifolia subsp. leptoclados"
"Lathyris tuberosus","LTHTU","BE_ANN_EXPLORE","Lathyris tuberosus","Lathyrus tuberosus","Accepted","Fuzzy","Lathyrus tuberosus"
"Achillea millefolium subsp. millefolium",NA,"FR_ALL_500_ENI","Achillea millefolium millefolium","Achillea millefolium","Accepted","Synonym","Achillea millefolium"
"Achillea millefolium var. millefolium",NA,"FR_ALL_500_ENI","Achillea millefolium millefolium","Achillea millefolium","Accepted","Synonym","Achillea millefolium"
"Aegilops ovata",NA,"FR_ALL_500_ENI","Aegilops ovata","Aegilops neglecta","Accepted","Synonym","Aegilops neglecta"
"Agrostis curtisii",NA,"FR_ALL_500_ENI","Agrostis curtisii","Alpagrostis setacea","Accepted","Synonym","Alpagrostis setacea"
"Agrostis stolonifera var. latifolia",NA,"FR_ALL_500_ENI","Agrostis stolonifera latifolia","Agrostis stolonifera","Accepted","Synonym","Agrostis stolonifera"
"Aira caryophyllea subsp. caryophyllea",NA,"FR_ALL_500_ENI","Aira caryophyllea caryophyllea","Aira caryophyllea","Accepted","Synonym","Aira caryophyllea"
"Allium porrum subsp. porrum",NA,"FR_ALL_500_ENI","Allium porrum porrum","Allium porrum","Synonym","Synonym","Allium porrum"
"Althaea hirsuta",NA,"FR_ALL_500_ENI","Althaea hirsuta","Malva setigera","Accepted","Synonym","Malva setigera"
"Amaranthus hybridus subsp. hybridus",NA,"FR_ALL_500_ENI","Amaranthus hybridus hybridus","Amaranthus hybridus","Accepted","Synonym","Amaranthus hybridus"
"Astragalus pelecinus",NA,"FR_ALL_500_ENI","Astragalus pelecinus","Biserrula pelecinus","Accepted","Synonym","Biserrula pelecinus"
"Avena barbata subsp. barbata",NA,"FR_ALL_500_ENI","Avena barbata barbata","Avena barbata","Accepted","Synonym","Avena barbata"
"Avenula pratensis",NA,"FR_ALL_500_ENI","Avenula pratensis","Helictochloa pratensis","Accepted","Synonym","Helictochloa pratensis"
"Bartsia trixago",NA,"FR_ALL_500_ENI","Bartsia trixago","Bellardia trixago","Accepted","Synonym","Bellardia trixago"
"Bellis perennis var. perennis",NA,"FR_ALL_500_ENI","Bellis perennis perennis","Bellis perennis","Accepted","Synonym","Bellis perennis"
"Beta vulgaris subsp. maritima",NA,"FR_ALL_500_ENI","Beta vulgaris maritima","Beta vulgaris","Accepted","Synonym","Beta vulgaris"
"Brachypodium rupestre",NA,"FR_ALL_500_ENI","Brachypodium rupestre","Brachypodium pinnatum","Accepted","Synonym","Brachypodium pinnatum"
"Brassica nigra",NA,"FR_ALL_500_ENI","Brassica nigra","Mutarda nigra","Accepted","Synonym","Mutarda nigra"
"Bromus diandrus subsp. diandrus",NA,"FR_ALL_500_ENI","Bromus diandrus diandrus","Bromus diandrus","Accepted","Binomial","Bromus diandrus"
"Bromus hordeaceus subsp. lepidus",NA,"FR_ALL_500_ENI","Bromus hordeaceus lepidus","Bromus lepidus","Accepted","Synonym","Bromus lepidus"
"Buglossoides purpurocaerulea",NA,"FR_ALL_500_ENI","Buglossoides purpurocaerulea","Aegonychon purpurocaeruleum","Accepted","Synonym","Aegonychon purpurocaeruleum"
"Carex cuprina",NA,"FR_ALL_500_ENI","Carex cuprina","Carex leersii","Accepted","Synonym","Carex leersii"
"Centaurea jacea subsp. grandiflora x Centaurea jacea subsp. jacea",NA,"FR_ALL_500_ENI","Centaurea jacea grandiflora x jacea jacea","Centaurea jacea","Accepted","Synonym","Centaurea jacea"
"Centaurea jacea subsp. grandiflora x Centaurea jacea subsp. nigra",NA,"FR_ALL_500_ENI","Centaurea jacea grandiflora x jacea nigra","Centaurea jacea","Accepted","Synonym","Centaurea jacea"
"Centaurea jacea subsp. nigra",NA,"FR_ALL_500_ENI","Centaurea jacea nigra","Centaurea nigra","Accepted","Synonym","Centaurea nigra"
"Centaurea jacea subsp. nigrescens",NA,"FR_ALL_500_ENI","Centaurea jacea nigrescens","Centaurea nigrescens","Accepted","Synonym","Centaurea nigrescens"
"Centaurea jacea var. nigra",NA,"FR_ALL_500_ENI","Centaurea jacea nigra","Centaurea nigra","Accepted","Synonym","Centaurea nigra"
"Centaurea nicaeensis",NA,"FR_ALL_500_ENI","Centaurea nicaeensis","Centaurea sicula","Accepted","Synonym","Centaurea sicula"
"Centranthus calcitrapae",NA,"FR_ALL_500_ENI","Centranthus calcitrapae","Valeriana calcitrapae","Accepted","Synonym","Valeriana calcitrapae"
"Cerastium fontanum subsp. holosteoides",NA,"FR_ALL_500_ENI","Cerastium fontanum holosteoides","Cerastium fontanum vulgare","Accepted","Synonym","Cerastium fontanum subsp. vulgare"
"Cervaria rivini",NA,"FR_ALL_500_ENI","Cervaria rivini","Peucedanum cervaria","Accepted","Synonym","Peucedanum cervaria"
"Chaenorrhinum minus",NA,"FR_ALL_500_ENI","Chaenorrhinum minus","Chaenorhinum minus","Accepted","Fuzzy","Chaenorhinum minus"
"Chenopodium album x Chenopodium rubrum",NA,"FR_ALL_500_ENI","Chenopodium album x rubrum","Chenopodium album","Accepted","Binomial","Chenopodium album"
"Chenopodium glaucum",NA,"FR_ALL_500_ENI","Chenopodium glaucum","Oxybasis glauca","Accepted","Synonym","Oxybasis glauca"
"Chenopodium polyspermum",NA,"FR_ALL_500_ENI","Chenopodium polyspermum","Lipandra polysperma","Accepted","Synonym","Lipandra polysperma"
"Convolvulus arvensis subsp. arvensis",NA,"FR_ALL_500_ENI","Convolvulus arvensis arvensis","Convolvulus arvensis","Accepted","Synonym","Convolvulus arvensis"
"Crepis capillaris var. capillaris",NA,"FR_ALL_500_ENI","Crepis capillaris capillaris","Crepis capillaris","Accepted","Synonym","Crepis capillaris"
"Cyanus segetum",NA,"FR_ALL_500_ENI","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Cynodon dactylon var. affinis",NA,"FR_ALL_500_ENI","Cynodon dactylon affinis","Cynodon dactylon","Accepted","Synonym","Cynodon dactylon"
"Dactylis glomerata subsp. glomerata x Dactylis glomerata subsp. lobata",NA,"FR_ALL_500_ENI","Dactylis glomerata glomerata x glomerata lobata","Dactylis glomerata","Accepted","Synonym","Dactylis glomerata"
"Dicotyledones Vraies",NA,"FR_ALL_500_ENI","Dicotyledones vraies",NA,"NOT FOUND","NOT FOUND",NA
"Dorycnium hirsutum",NA,"FR_ALL_500_ENI","Dorycnium hirsutum","Lotus hirsutus","Accepted","Synonym","Lotus hirsutus"
"Dorycnium rectum",NA,"FR_ALL_500_ENI","Dorycnium rectum","Lotus rectus","Accepted","Synonym","Lotus rectus"
"Elytrigia",NA,"FR_ALL_500_ENI","Elytrigia","Elymus","Accepted","Synonym","Elymus"
"Elytrigia campestris",NA,"FR_ALL_500_ENI","Elytrigia campestris","Elymus pungens campestris","Accepted","Synonym","Elymus pungens subsp. campestris"
"Elytrigia campestris x Elytrigia repens",NA,"FR_ALL_500_ENI","Elytrigia campestris x repens","Elymus pungens campestris","Accepted","Synonym","Elymus pungens campestris"
"Elytrigia intermedia",NA,"FR_ALL_500_ENI","Elytrigia intermedia","Thinopyrum intermedium","Accepted","Synonym","Thinopyrum intermedium"
"Elytrigia repens",NA,"FR_ALL_500_ENI","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Erigeron annuus subsp. strigosus",NA,"FR_ALL_500_ENI","Erigeron annuus strigosus","Erigeron strigosus","Accepted","Synonym","Erigeron strigosus"
"Eruca sativa",NA,"FR_ALL_500_ENI","Eruca sativa","Eruca vesicaria sativa","Accepted","Synonym","Eruca vesicaria subsp. sativa"
"EspÃ¨ce non identifiÃ©e",NA,"FR_ALL_500_ENI","Espã¨ce non identifiã©e",NA,"NOT FOUND","NOT FOUND",NA
"Euphorbia falcata var. falcata",NA,"FR_ALL_500_ENI","Euphorbia falcata falcata","Euphorbia falcata","Accepted","Synonym","Euphorbia falcata"
"Euphorbia paralias x Euphorbia segetalis subsp. portlandica",NA,"FR_ALL_500_ENI","Euphorbia paralias x segetalis portlandica","Euphorbia paralias","Accepted","Synonym","Euphorbia paralias"
"Festuca arundinacea",NA,"FR_ALL_500_ENI","Festuca arundinacea","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Festuca arundinacea subsp. arundinacea x Lolium multiflorum",NA,"FR_ALL_500_ENI","Festuca arundinacea arundinacea x multiflorum","Lolium arundinaceum arundinaceum","Accepted","Synonym","Lolium arundinaceum arundinaceum"
"Festuca pratensis",NA,"FR_ALL_500_ENI","Festuca pratensis","Lolium pratense","Accepted","Synonym","Lolium pratense"
"Filago vulgaris",NA,"FR_ALL_500_ENI","Filago vulgaris","Filago germanica","Accepted","Synonym","Filago germanica"
"Filicophytes",NA,"FR_ALL_500_ENI","Filicophytes",NA,"NOT FOUND","NOT FOUND",NA
"Fumaria agraria x Fumaria officinalis",NA,"FR_ALL_500_ENI","Fumaria agraria x officinalis","Fumaria agraria","Accepted","Synonym","Fumaria agraria"
"Fumaria gaillardoti",NA,"FR_ALL_500_ENI","Fumaria gaillardoti","Fumaria gaillardotii","Accepted","Fuzzy","Fumaria gaillardotii"
"Fumaria officinalis var. officinalis",NA,"FR_ALL_500_ENI","Fumaria officinalis officinalis","Fumaria officinalis","Accepted","Synonym","Fumaria officinalis"
"Galium palustre subsp. elongatum",NA,"FR_ALL_500_ENI","Galium palustre elongatum","Galium elongatum","Accepted","Synonym","Galium elongatum"
"Geranium robertianum subsp. purpureum",NA,"FR_ALL_500_ENI","Geranium robertianum purpureum","Geranium purpureum","Accepted","Synonym","Geranium purpureum"
"Geranium submolle",NA,"FR_ALL_500_ENI","Geranium submolle","Geranium berteroanum","Accepted","Synonym","Geranium berteroanum"
"Hainardia cylindrica",NA,"FR_ALL_500_ENI","Hainardia cylindrica","Parapholis cylindrica","Accepted","Synonym","Parapholis cylindrica"
"Hedypnois cretica",NA,"FR_ALL_500_ENI","Hedypnois cretica","Hedypnois rhagadioloides","Accepted","Synonym","Hedypnois rhagadioloides"
"Heracleum mantegazzianum x Heracleum sphondylium",NA,"FR_ALL_500_ENI","Heracleum mantegazzianum x sphondylium","Heracleum mantegazzianum","Accepted","Synonym","Heracleum mantegazzianum"
"Hieracium aurantiacum",NA,"FR_ALL_500_ENI","Hieracium aurantiacum","Pilosella aurantiaca","Accepted","Synonym","Pilosella aurantiaca"
"Hieracium pilosella",NA,"FR_ALL_500_ENI","Hieracium pilosella","Pilosella officinarum","Accepted","Synonym","Pilosella officinarum"
"Hordeum vulgare subsp. hexastichum",NA,"FR_ALL_500_ENI","Hordeum vulgare hexastichum","Hordeum vulgare","Accepted","Synonym","Hordeum vulgare"
"Hordeum vulgare subsp. vulgare",NA,"FR_ALL_500_ENI","Hordeum vulgare vulgare","Hordeum vulgare","Accepted","Synonym","Hordeum vulgare"
"Hylotelephium argutum",NA,"FR_ALL_500_ENI","Hylotelephium argutum","Hylotelephium telephium fabaria","Accepted","Synonym","Hylotelephium telephium subsp. fabaria"
"Hymenocarpos circinnatus",NA,"FR_ALL_500_ENI","Hymenocarpos circinnatus","Anthyllis circinnata","Accepted","Synonym","Anthyllis circinnata"
"Hypericum perforatum var. angustifolium",NA,"FR_ALL_500_ENI","Hypericum perforatum angustifolium","Hypericum perforatum veronense","Accepted","Synonym","Hypericum perforatum subsp. veronense"
"Juncus bufonius subsp. bufonius",NA,"FR_ALL_500_ENI","Juncus bufonius bufonius","Juncus bufonius","Accepted","Synonym","Juncus bufonius"
"Juncus bufonius subsp. minutulus",NA,"FR_ALL_500_ENI","Juncus bufonius minutulus","Juncus bufonius","Accepted","Binomial","Juncus bufonius"
"Lactuca serriola f. serriola",NA,"FR_ALL_500_ENI","Lactuca serriola serriola","Lactuca serriola","Accepted","Synonym","Lactuca serriola"
"Lathyrus aphaca var. aphaca",NA,"FR_ALL_500_ENI","Lathyrus aphaca aphaca","Lathyrus aphaca","Accepted","Synonym","Lathyrus aphaca"
"Lathyrus clymenum subsp. clymenum",NA,"FR_ALL_500_ENI","Lathyrus clymenum clymenum","Lathyrus clymenum","Accepted","Synonym","Lathyrus clymenum"
"Lathyrus pratensis var. pratensis",NA,"FR_ALL_500_ENI","Lathyrus pratensis pratensis","Lathyrus pratensis","Accepted","Synonym","Lathyrus pratensis"
"Lavatera",NA,"FR_ALL_500_ENI","Lavatera","Malva","Accepted","Synonym","Malva"
"Lavatera olbia",NA,"FR_ALL_500_ENI","Lavatera olbia","Malva olbia","Accepted","Synonym","Malva olbia"
"Lavatera punctata",NA,"FR_ALL_500_ENI","Lavatera punctata","Malva punctata","Accepted","Synonym","Malva punctata"
"Lens culinaris",NA,"FR_ALL_500_ENI","Lens culinaris","Vicia lens","Accepted","Synonym","Vicia lens"
"Leucanthemum x superbum",NA,"FR_ALL_500_ENI","Leucanthemum x superbum","Leucanthemum superbum","Accepted","Synonym","Leucanthemum superbum"
"Linum usitatissimum subsp. angustifolium",NA,"FR_ALL_500_ENI","Linum usitatissimum angustifolium","Linum bienne","Accepted","Synonym","Linum bienne"
"Lolium x boucheanum",NA,"FR_ALL_500_ENI","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"Lotus angustissimus subsp. hispidus",NA,"FR_ALL_500_ENI","Lotus angustissimus hispidus","Lotus parviflorus","Accepted","Synonym","Lotus parviflorus"
"Lotus corniculatus subsp. tenuis",NA,"FR_ALL_500_ENI","Lotus corniculatus tenuis","Lotus tenuis","Accepted","Synonym","Lotus tenuis"
"Lycopsis arvensis",NA,"FR_ALL_500_ENI","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Lysimachia arvensis subsp. arvensis",NA,"FR_ALL_500_ENI","Lysimachia arvensis arvensis","Lysimachia arvensis","Accepted","Synonym","Lysimachia arvensis"
