"synonym_taxa","synonym_full_name","accepted_taxa"
"Chrysocyathus","Chrysocyathus Falc.","Adonis"
"Cosmarium","Cosmarium Dulac","Adonis"
"Adonis aestivalis aestivalis","Adonis aestivalis f. aestivalis","Adonis aestivalis"
"Adonis aestivalis citrina","Adonis aestivalis f. citrina (Hoffm.) Riedl","Adonis aestivalis"
"Adonis ambigua flavus","Adonis ambigua var. flavus Gaudin","Adonis aestivalis"
"Adonis inglesii","Adonis inglesii Royle, 1839","Adonis aestivalis"
"Adonis abortiva","Adonis abortiva Hausskn.","Adonis annua"
"Adonis aestivalis micrantha","Adonis aestivalis var. micrantha (DC.) Hampe","Adonis annua"
"Adonis annua autumnalis","Adonis annua subsp. autumnalis (L.) Ces.","Adonis annua"
"Adonis annua baetica","Adonis annua subsp. baetica (Coss.) Maire & Weiller","Adonis annua"
"Adonis annua carinata","Adonis annua subsp. carinata Vierh.","Adonis annua"
"Adonis annua castellana","Adonis annua subsp. castellana (Pau) C.Steinb.","Adonis annua"
"Adonis annua annua","Adonis annua var. annua","Adonis annua"
"Adonis annua atrorubens","Adonis annua var. atrorubens L.","Adonis annua"
"Adonis annua coccinea","Adonis annua var. coccinea Maire & Wilczek","Adonis annua"
"Adonis atrorubens","Adonis atrorubens (L.) Dalla Torre & Sarnth.","Adonis annua"
"Adonis autumnalis","Adonis autumnalis L.","Adonis annua"
"Adonis autumnalis baetica","Adonis autumnalis subsp. baetica (Coss.) Nyman","Adonis annua"
"Adonis autumnalis carinata","Adonis autumnalis subsp. carinata Vierh.","Adonis annua"
"Adonis autumnalis atropurpurea","Adonis autumnalis var. atropurpurea Merrem","Adonis annua"
"Adonis baetica","Adonis baetica Coss.","Adonis annua"
"Adonis baetica carinata","Adonis baetica subsp. carinata (Vierh.) W.T.Wang","Adonis annua"
"Adonis castellana","Adonis castellana Pau","Adonis annua"
"Adonis erosipetala","Adonis erosipetala Stokes","Adonis annua"
"Adonis perramosa","Adonis perramosa Schur","Adonis annua"
"Adonis phoenicea","Adonis phoenicea (L.) Bercht. & J.Presl","Adonis annua"
"Adonis poetarum","Adonis poetarum Bubani, 1901","Adonis annua"
"Adonis preslii","Adonis preslii Tod. ex Nyman","Adonis annua"
"Cosmarium autumnale","Cosmarium autumnale Dulac","Adonis annua"
"Adonis anomala","Adonis anomala Wallr.","Adonis flammea"
"Adonis autumnalis flammea","Adonis autumnalis var. flammea (Jacq.) Merrem","Adonis flammea"
"Adonis caudata","Adonis caudata Steven","Adonis flammea"
"Adonis flammea anomala","Adonis flammea f. anomala (Wallr.) O.Bolòs & Vigo","Adonis flammea"
"Adonis flammea straminea","Adonis flammea f. straminea (Beck) Riedl","Adonis flammea"
"Adonis flammea polypetala","Adonis flammea subsp. polypetala (Lange) C.H.Steinb.","Adonis flammea"
"Adonis flammea abortiva","Adonis flammea var. abortiva Gren.","Adonis flammea"
"Adonis flammea citrina","Adonis flammea var. citrina (DC.) Bonnier, 1912","Adonis flammea"
"Adonis flammea oligopetala","Adonis flammea var. oligopetala Bogenh.","Adonis flammea"
"Adonis flammea pallida","Adonis flammea var. pallida W.D.J.Koch","Adonis flammea"
"Adonis flammea speciosa","Adonis flammea var. speciosa Wirtg.","Adonis flammea"
"Adonis flammea sulphurea","Adonis flammea var. sulphurea Döll","Adonis flammea"
"Adonis flammea variegata","Adonis flammea var. variegata Wirtg.","Adonis flammea"
"Adonis involucrata","Adonis involucrata S.Pons","Adonis flammea"
"Aegicon","Aegicon Adans.","Aegilops"
"Aegilemma","Aegilemma Á.Löve","Aegilops"
"Aegilonearum","Aegilonearum Á.Löve","Aegilops"
"Aegilopodes","Aegilopodes Á.Löve","Aegilops"
"Amblyopyrum","Amblyopyrum Eig","Aegilops"
"Chennapyrum","Chennapyrum Á.Löve","Aegilops"
"Comopyrum","Comopyrum (Jaub. & Spach) Á.Löve","Aegilops"
"Cylindropyrum","Cylindropyrum (Jaub. & Spach) Á.Löve","Aegilops"
"Gastropyrum","Gastropyrum (Jaub. & Spach) Á.Löve","Aegilops"
"Kiharapyrum","Kiharapyrum Á.Löve","Aegilops"
"Orrhopygium","Orrhopygium Á.Löve","Aegilops"
"Patropyrum","Patropyrum Á.Löve","Aegilops"
"Perlaria","Perlaria Heist. ex Fabr.","Aegilops"
"Sitopsis","Sitopsis (Jaub. & Spach) Á.Löve","Aegilops"
"Aegilops biaristata","Aegilops biaristata Lojac.","Aegilops biuncialis"
"Aegilops biuncialis archipelagica","Aegilops biuncialis subsp. archipelagica (Eig) Raus","Aegilops biuncialis"
"Aegilops biuncialis lorentii","Aegilops biuncialis var. lorentii (Hochst.) E.Mey.","Aegilops biuncialis"
"Aegilops biuncialis macrochaeta","Aegilops biuncialis var. macrochaeta (Shuttlew. & A.Huet ex Duval) Eig","Aegilops biuncialis"
"Aegilops biuncialis tenacissima","Aegilops biuncialis var. tenacissima H.Scholz","Aegilops biuncialis"
"Aegilops biuncialis typica","Aegilops biuncialis var. typica Eig","Aegilops biuncialis"
"Aegilops biuncialis velutina","Aegilops biuncialis var. velutina Zhuk.","Aegilops biuncialis"
"Aegilops biuncialis vulgaris","Aegilops biuncialis var. vulgaris Zhuk.","Aegilops biuncialis"
"Aegilops connata","Aegilops connata Steud.","Aegilops biuncialis"
"Aegilops intermedia","Aegilops intermedia Steud.","Aegilops biuncialis"
"Aegilops larentii","Aegilops larentii Steud.","Aegilops biuncialis"
"Aegilops lorentii","Aegilops lorentii Hochst.","Aegilops biuncialis"
"Aegilops lorentii archipelagica","Aegilops lorentii subsp. archipelagica (Eig) Á.Löve","Aegilops biuncialis"
"Aegilops lorentii pontica","Aegilops lorentii subsp. pontica (Degen) Á.Löve","Aegilops biuncialis"
"Aegilops lorentii velutina","Aegilops lorentii var. velutina (Zhuk.) K.Hammer","Aegilops biuncialis"
"Aegilops macrochaeta","Aegilops macrochaeta Shuttlew. & A.Huet","Aegilops biuncialis"
"Aegilops macrochaeta pontica","Aegilops macrochaeta subsp. pontica Degen","Aegilops biuncialis"
"Aegilops ovata biuncialis","Aegilops ovata subsp. biuncialis (Vis.) Anghel & Beldie","Aegilops biuncialis"
"Aegilops ovata macrochaeta","Aegilops ovata subsp. macrochaeta (Shuttlew. & A.Huet ex Duval) Rouy","Aegilops biuncialis"
"Aegilops ovata lorentii","Aegilops ovata var. lorentii (Hochst.) Boiss.","Aegilops biuncialis"
"Aegilops pontica","Aegilops pontica (Degen) Waleff","Aegilops biuncialis"
"Aegilops triaristata bispiculata","Aegilops triaristata var. bispiculata Debeaux","Aegilops biuncialis"
"Aegilops triaristata trispiculata","Aegilops triaristata var. trispiculata Hack.","Aegilops biuncialis"
"Aegilops trispiculata","Aegilops trispiculata (Hack. ex Trab.) Trab.","Aegilops biuncialis"
"Triticum lorentii","Triticum lorentii (Hochst.) Zeven","Aegilops biuncialis"
"Triticum macrochaetum","Triticum macrochaetum (Shuttlew. & A.Huet ex Duval) K.Richt.","Aegilops biuncialis"
"Triticum macrochaetum archipelagicum","Triticum macrochaetum subsp. archipelagicum (Eig) Greuter","Aegilops biuncialis"
"Triticum ovatum biunciale","Triticum ovatum subsp. biunciale (Vis.) Holmboe","Aegilops biuncialis"
"Triticum ovatum lorentii","Triticum ovatum subsp. lorentii (Hochst.) Asch. & Graebn.","Aegilops biuncialis"
"Triticum ovatum ponticum","Triticum ovatum subsp. ponticum (Degen) Hayek","Aegilops biuncialis"
"Triticum ovatum archipelagicum","Triticum ovatum var. archipelagicum (Eig) Hayek","Aegilops biuncialis"
"Triticum ovatum macrochaetum","Triticum ovatum var. macrochaetum (Shuttlew. & A.Huet ex Duval) Asch. & Graebn.","Aegilops biuncialis"
"Triticum triaristatum trispiculatum","Triticum triaristatum var. trispiculatum (Hack. ex Trab.) T.Durand & Schinz","Aegilops biuncialis"
"Aegilops caudata cylindrica","Aegilops caudata subsp. cylindrica (Host) Fiori","Aegilops cylindrica"
"Aegilops caudata hirsuta","Aegilops caudata var. hirsuta Hegi","Aegilops cylindrica"
"Aegilops cylindrica brunnea","Aegilops cylindrica f. brunnea (Popova) K.Hammer","Aegilops cylindrica"
"Aegilops cylindrica brunusica","Aegilops cylindrica f. brunusica van Slageren & Eldarov","Aegilops cylindrica"
"Aegilops cylindrica ferruginea","Aegilops cylindrica f. ferruginea (Popova) K.Hammer","Aegilops cylindrica"
"Aegilops cylindrica fuliginosa","Aegilops cylindrica f. fuliginosa (Popova) K.Hammer","Aegilops cylindrica"
"Aegilops cylindrica gahvayii","Aegilops cylindrica f. gahvayii Aminov & Eldarov","Aegilops cylindrica"
"Aegilops cylindrica garamtil","Aegilops cylindrica f. garamtil Aminov & Eldarov","Aegilops cylindrica"
"Aegilops cylindrica prokhanovii","Aegilops cylindrica f. prokhanovii (Tzvelev) K.Hammer","Aegilops cylindrica"
"Aegilops cylindrica pullusica","Aegilops cylindrica f. pullusica van Slageren & Eldarov","Aegilops cylindrica"
"Aegilops cylindrica rubiginosa","Aegilops cylindrica f. rubiginosa (Popova) K.Hammer","Aegilops cylindrica"
"Aegilops cylindrica aristulata","Aegilops cylindrica subsp. aristulata Zhuk.","Aegilops cylindrica"
"Aegilops cylindrica pauciaristata","Aegilops cylindrica subsp. pauciaristata (Eig) Chennav.","Aegilops cylindrica"
"Aegilops cylindrica pubescens","Aegilops cylindrica subsp. pubescens Kloos","Aegilops cylindrica"
"Aegilops cylindrica albescens","Aegilops cylindrica var. albescens Popova","Aegilops cylindrica"
"Aegilops cylindrica flavescens","Aegilops cylindrica var. flavescens Popova","Aegilops cylindrica"
"Aegilops cylindrica gobustanica","Aegilops cylindrica var. gobustanica van Slageren & Eldarov","Aegilops cylindrica"
"Aegilops cylindrica hirsuta","Aegilops cylindrica var. hirsuta (Hegi) Hegi","Aegilops cylindrica"
"Aegilops cylindrica kastoriana","Aegilops cylindrica var. kastoriana Karat.","Aegilops cylindrica"
"Aegilops cylindrica khizii","Aegilops cylindrica var. khizii Aminov & Eldarov","Aegilops cylindrica"
"Aegilops cylindrica longiaristata","Aegilops cylindrica var. longiaristata Lange","Aegilops cylindrica"
"Aegilops cylindrica multiaristata","Aegilops cylindrica var. multiaristata Jansen & Wacht.","Aegilops cylindrica"
"Aegilops cylindrica rumelica","Aegilops cylindrica var. rumelica Velen.","Aegilops cylindrica"
"Aegilops cylindrica typica","Aegilops cylindrica var. typica Eig","Aegilops cylindrica"
"Aegilops nova","Aegilops nova Winterl ex Borbás","Aegilops cylindrica"
"Aegilops squarrosa cylindrica","Aegilops squarrosa var. cylindrica (Host) Mutel","Aegilops cylindrica"
"Cylindropyrum cylindricum","Cylindropyrum cylindricum (Host) Á.Löve","Aegilops cylindrica"
"Cylindropyrum cylindricum cylindricum","Cylindropyrum cylindricum subsp. cylindricum","Aegilops cylindrica"
"Cylindropyrum cylindricum pauciaristatum","Cylindropyrum cylindricum subsp. pauciaristatum (Eig) Á.Löve","Aegilops cylindrica"
"Triticum caudatum cylindricum","Triticum caudatum subsp. cylindricum (Host) Asch. & Graebn.","Aegilops cylindrica"
"Triticum cylindricum","Triticum cylindricum (Host) Ces., Pass. & Gibelli","Aegilops cylindrica"
"Triticum cylindricum rumelicum","Triticum cylindricum var. rumelicum (Velen.) Stoj. & Stef.","Aegilops cylindrica"
"Aegilops altera","Aegilops altera Lam.","Aegilops geniculata"
"Aegilops brachyathera","Aegilops brachyathera Pomel","Aegilops geniculata"
"Aegilops divaricata","Aegilops divaricata Jord. & Fourr.","Aegilops geniculata"
"Aegilops echinus","Aegilops echinus Godr.","Aegilops geniculata"
"Aegilops erigens","Aegilops erigens Jord. & Fourr.","Aegilops geniculata"
"Aegilops erratica","Aegilops erratica Jord. & Fourr.","Aegilops geniculata"
"Aegilops fonsii","Aegilops fonsii Sennen","Aegilops geniculata"
"Aegilops geniculata geniculata","Aegilops geniculata subsp. geniculata","Aegilops geniculata"
"Aegilops geniculata gibberosa","Aegilops geniculata subsp. gibberosa (Zhuk.) K.Hammer","Aegilops geniculata"
"Aegilops geniculata globulosa","Aegilops geniculata subsp. globulosa (Zhuk.) Á.Löve","Aegilops geniculata"
"Aegilops geniculata africana","Aegilops geniculata var. africana (Eig) H.Scholz","Aegilops geniculata"
"Aegilops geniculata brachyathera","Aegilops geniculata var. brachyathera (Pomel) K.Hammer","Aegilops geniculata"
"Aegilops geniculata echinus","Aegilops geniculata var. echinus (Godr.) K.Hammer","Aegilops geniculata"
"Aegilops geniculata eventricosa","Aegilops geniculata var. eventricosa (Eig) K.Hammer","Aegilops geniculata"
"Aegilops geniculata hirsuta","Aegilops geniculata var. hirsuta (Eig) Tzvelev","Aegilops geniculata"
"Aegilops geniculata lanuginosa","Aegilops geniculata var. lanuginosa (Zhuk.) K.Hammer","Aegilops geniculata"
"Aegilops geniculata puberula","Aegilops geniculata var. puberula (Zhuk.) K.Hammer","Aegilops geniculata"
"Aegilops microstachys","Aegilops microstachys Jord. & Fourr.","Aegilops geniculata"
"Aegilops ovata atlantica","Aegilops ovata subsp. atlantica Eig","Aegilops geniculata"
"Aegilops ovata brachyathera","Aegilops ovata subsp. brachyathera (Pomel) Chennav.","Aegilops geniculata"
"Aegilops ovata gibberosa","Aegilops ovata subsp. gibberosa Zhuk.","Aegilops geniculata"
"Aegilops ovata globulosa","Aegilops ovata subsp. globulosa Zhuk.","Aegilops geniculata"
"Aegilops ovata ovata","Aegilops ovata subsp. ovata","Aegilops geniculata"
"Aegilops ovata planiuscula","Aegilops ovata subsp. planiuscula Zhuk.","Aegilops geniculata"
"Aegilops ovata umbonata","Aegilops ovata subsp. umbonata Zhuk.","Aegilops geniculata"
"Aegilops ovata africana","Aegilops ovata var. africana Eig","Aegilops geniculata"
"Aegilops ovata echinus","Aegilops ovata var. echinus (Godr.) Eig","Aegilops geniculata"
"Aegilops ovata eigiana","Aegilops ovata var. eigiana Maire & Weiller","Aegilops geniculata"
"Aegilops ovata erigens","Aegilops ovata var. erigens (Jord. & Fourr.) Gaut.","Aegilops geniculata"
"Aegilops ovata erratica","Aegilops ovata var. erratica (Jord. & Fourr.) Rouy","Aegilops geniculata"
"Aegilops ovata eventricosa","Aegilops ovata var. eventricosa Eig","Aegilops geniculata"
"Aegilops ovata geniculata","Aegilops ovata var. geniculata (Roth) Pers.","Aegilops geniculata"
"Aegilops ovata hirsuta","Aegilops ovata var. hirsuta Eig","Aegilops geniculata"
"Aegilops ovata lanuginosa","Aegilops ovata var. lanuginosa Zhuk.","Aegilops geniculata"
"Aegilops ovata microstachys","Aegilops ovata var. microstachys (Jord. & Fourr.) Rouy","Aegilops geniculata"
"Aegilops ovata nigricans","Aegilops ovata var. nigricans (Jord.) Gaut.","Aegilops geniculata"
"Aegilops ovata procera","Aegilops ovata var. procera (Jord. & Fourr.) Rouy","Aegilops geniculata"
"Aegilops ovata puberula","Aegilops ovata var. puberula Zhuk.","Aegilops geniculata"
"Aegilops ovata pubiglumis","Aegilops ovata var. pubiglumis (Jord. & Fourr.) Rouy","Aegilops geniculata"
"Aegilops ovata vagans","Aegilops ovata var. vagans (Jord. & Fourr.) Rouy","Aegilops geniculata"
"Aegilops ovata vernicosa","Aegilops ovata var. vernicosa Zhuk.","Aegilops geniculata"
"Aegilops parvula","Aegilops parvula Jord. & Fourr.","Aegilops geniculata"
"Aegilops procera","Aegilops procera Jord. & Fourr.","Aegilops geniculata"
"Aegilops pubiglumis","Aegilops pubiglumis Jord. & Fourr.","Aegilops geniculata"
"Aegilops sicula","Aegilops sicula Jord. & Fourr.","Aegilops geniculata"
"Aegilops vagans","Aegilops vagans Jord. & Fourr.","Aegilops geniculata"
"Phleum aegilops","Phleum aegilops Scop.","Aegilops geniculata"
"Triticum ovatum brachyatherum","Triticum ovatum var. brachyatherum (Pomel) T.Durand & Schinz","Aegilops geniculata"
"Triticum ovatum echinum","Triticum ovatum var. echinum (Godr.) Thell.","Aegilops geniculata"
"Triticum vagans","Triticum vagans (Jord. & Fourr.) Greuter","Aegilops geniculata"
"Aegilops algeriensis","Aegilops algeriensis Gand.","Aegilops neglecta"
"Aegilops calida","Aegilops calida Gand.","Aegilops neglecta"
"Aegilops campicola","Aegilops campicola Gand.","Aegilops neglecta"
"Aegilops contracta","Aegilops contracta (Eig) H.Scholz","Aegilops neglecta"
"Aegilops fausii","Aegilops fausii Sennen","Aegilops neglecta"
"Aegilops geniculata latiarista","Aegilops geniculata var. latiarista (Lange) K.Hammer","Aegilops neglecta"
"Aegilops geniculata latiaristata","Aegilops geniculata var. latiaristata (Lange) K.Hammer","Aegilops neglecta"
"Aegilops gussonei","Aegilops gussonei Link","Aegilops neglecta"
"Aegilops mesantha","Aegilops mesantha Gand.","Aegilops neglecta"
"Aegilops mixta","Aegilops mixta Sennen","Aegilops neglecta"
"Aegilops neglecta contracta","Aegilops neglecta subsp. contracta (Eig) H.Scholz","Aegilops neglecta"
"Aegilops neglecta neglecta","Aegilops neglecta subsp. neglecta","Aegilops neglecta"
"Aegilops neglecta recta","Aegilops neglecta subsp. recta (Zhuk.) K.Hammer","Aegilops neglecta"
"Aegilops neglecta contorta","Aegilops neglecta var. contorta (Zhuk.) K.Hammer","Aegilops neglecta"
"Aegilops neglecta ochreata","Aegilops neglecta var. ochreata (Zhuk.) K.Hammer","Aegilops neglecta"
"Aegilops neglecta quadriaristata","Aegilops neglecta var. quadriaristata (Eig) K.Hammer","Aegilops neglecta"
"Aegilops neglecta trojana","Aegilops neglecta var. trojana (Eig) K.Hammer","Aegilops neglecta"
"Aegilops ovata euovata","Aegilops ovata subsp. euovata Eig","Aegilops neglecta"
"Aegilops ovata triaristata","Aegilops ovata subsp. triaristata (Bluff, Nees & Schauer) Rouy","Aegilops neglecta"
"Aegilops ovata latiaristata","Aegilops ovata var. latiaristata Lange","Aegilops neglecta"
"Aegilops ovata trispiculata","Aegilops ovata var. trispiculata Trab.","Aegilops neglecta"
"Aegilops ovata typica","Aegilops ovata var. typica Zhuk.","Aegilops neglecta"
"Aegilops ovata vulgaris","Aegilops ovata var. vulgaris Eig","Aegilops neglecta"
"Aegilops recta","Aegilops recta (Zhuk.) Chennav.","Aegilops neglecta"
"Aegilops triaristata kabylica","Aegilops triaristata f. kabylica Trab.","Aegilops neglecta"
"Aegilops triaristata attenuata","Aegilops triaristata subsp. attenuata E.Schiem.","Aegilops neglecta"
"Aegilops triaristata contorta","Aegilops triaristata subsp. contorta Zhuk.","Aegilops neglecta"
"Aegilops triaristata contracta","Aegilops triaristata subsp. contracta Eig","Aegilops neglecta"
"Aegilops triaristata elongata","Aegilops triaristata subsp. elongata E.Schiem.","Aegilops neglecta"
"Aegilops triaristata intermixta","Aegilops triaristata subsp. intermixta Zhuk.","Aegilops neglecta"
"Aegilops triaristata quadriaristata","Aegilops triaristata subsp. quadriaristata Eig","Aegilops neglecta"
"Aegilops triaristata recta","Aegilops triaristata subsp. recta Zhuk.","Aegilops neglecta"
"Aegilops triaristata typica","Aegilops triaristata subsp. typica Eig","Aegilops neglecta"
"Aegilops triaristata brachychaeta","Aegilops triaristata var. brachychaeta Font Quer","Aegilops neglecta"
"Aegilops triaristata hirtula","Aegilops triaristata var. hirtula Zhuk.","Aegilops neglecta"
"Aegilops triaristata intermedia","Aegilops triaristata var. intermedia Tod.","Aegilops neglecta"
