"accepted_taxa","original_taxa_Midolo2023","Disturbance.Frequency_Midolo2023","Disturbance.Frequency.herblayer_Midolo2023","Disturbance.Severity_Midolo2023","Disturbance.Severity.herblayer_Midolo2023","Grazing.Pressure_Midolo2023","Mowing.Frequency_Midolo2023","Soil.Disturbance_Midolo2023","original_taxa_Tichy2022","Ellenberg.Light_Tichy2022","Ellenberg.Moisture_Tichy2022","Ellenberg.Nutrients_Tichy2022","Ellenberg.Reaction_Tichy2022","Ellenberg.Salinity_Tichy2022","Ellenberg.Temperature_Tichy2022","original_taxa_Lososova2023","Dispersal.distance_class_Lososova2023","Dispersal.mode_Lososova2023","Plant.height_m_Lososova2023","Seed.mass_mg_Lososova2023","original_taxa_Baseflor","Chorology_Baseflor","Flower.color_Baseflor","Dispersal.mode_Baseflor","Flowering_Baseflor","Inflorescence_Baseflor","Pollination_Baseflor","original_taxa_YvozValPol","Flower.color_YvozValPol","Flower.class_YvozValPol","Flower.type_YvozValPol","PV.Bees_YvozValPol","PV.Bumblebees_YvozValPol","PV.butterflies_YvozValPol","PV.Hoverflies_YvozValPol","Nectar.quantity_YvozValPol","Pollen.quantity_YvozValPol","Floral.symmetry_YvozValPol","Flower.UV.reflectance.centre_YvozValPol","Flower.UV.reflectance.periphery_YvozValPol","original_taxa_SPVignes","Flowering.onset_SPVignes","Plant.height_cm_SPVignes","Strategy_Grime_SPVignes","Lifeform_Raunkier_SPVignes","original_taxa_ATVinedivers","Growth.form_ATVinedivers","Strategy.Grime_ATVinedivers","Plant.lifespan_ATVinedivers","original_taxa_Hodgson2023","Lifecycle_Hodgson2023","SLA_mm2.mg-1_Hodgson2023","Vegetative.propagation_Hodgson2023","original_taxa_GIFT","Dispersal.mode_1_GIFT","Dispersal.mode_2_GIFT","Flower.color_GIFT","Flower.length_max_cm_GIFT","Flower.length_min_cm_GIFT","Flower.width_max_cm_GIFT","Flower.width_min_cm_GIFT","Inflorescence_GIFT","Leaf.area_cm2_GIFT","Lifecycle_GIFT","Photosynthetic.pathway_GIFT","Plant.height_max_m_GIFT","Plant.height_mean_m_GIFT","Pollination.syndrome_1_GIFT","Pollination.syndrome_2_GIFT","Pollination.syndrome_3_GIFT","Seed.mass_g_GIFT","SLA_cm2.g-1_GIFT","original_taxa_FlorealData","Flower.color_FlorealData","Lifeform_FlorealData","Plant.height_cm_FlorealData","original_taxa_Ecoflora","Plant.height_m_Ecoflora","Seed.mass_mg_Ecoflora","original_taxa_Biolflor","Flower.UV.reflectance_Biolflor","Seed.mass_mg_Biolflor","original_taxa_CLOPLA","Clonal.index_CLOPLA","offspring_CLOPLA","offspring.wsmall_CLOPLA","lateral.spread_cm_CLOPLA","original_taxa_Ladouceur2019","Clonal.index_Ladouceur2019","Clonal.presence_Ladouceur2019","Flowering.duration_month_Ladouceur2019","Flowering.onset_month_Ladouceur2019","Plant.height_cm_Ladouceur2019","Radial.growth_mm.year-1_Ladouceur2019","Seed.dormancy_Ladouceur2019","Seed.mass_mg_Ladouceur2019","Seeding.onset_month_Ladouceur2019","Seeding.season_Ladouceur2019","SLA_cm2.g-1_Ladouceur2019"
"Holcus","Holcus lanatus_Holcus mollis",0.80516,1.69518,0.55887,0.40918,0.24474,0.53487,0.26221,"Holcus lanatus_Holcus mollis",6.75,5.6,3.85,4.1,0.25,NA,"Holcus lanatus_Holcus mollis","2","Local non-specific dispersal",0.51,0.368852722222222,"Holcus lanatus_Holcus mollis_Holcus mollis subsp. mollis","Atlantique(eury)_Circumboréal","Blanc_Rose","Épizoochore","5-8_6-9","Panicule d'épillets","Anémogame","Holcus lanatus_Holcus mollis","Green_Yellow","Wind flowers","Not applicable",1,1,1.185,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,"Holcus lanatus","G","Csr","P","Holcus lanatus_Holcus mollis","Herb.perenn",37.755,"0_1","Holcus lanatus_Holcus mollis",NA,NA,NA,0.22,0.18,NA,NA,"Panicle",10.121665,"Perennial","C3",1.05,0.54375,"Abiotic","Wind","Wind",0.000504998625,371.53,"Holcus lanatus","Rose","Graminées",NA,"Holcus lanatus_Holcus mollis",0.6,0.365,"Holcus lanatus_Holcus mollis",NA,NA,"""holcus lanatus l.""_""holcus mollis l.""","4_5",5.45,5.45,9.15,"Holcus lanatus_Holcus mollis","4_5","1",2.5,"5_6",61.82389706,2,"Nd",0.33273125,"8","Late summer",350.0833941
"Holcus hybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holcus lanatus","Holcus lanatus",1.23473,1.90522,0.51067,0.4744,0.28699,0.81709,0.29055,"Holcus lanatus",7.2,NA,4.7,5.5,0.5,NA,"Holcus lanatus","2","Local non-specific dispersal",0.555,0.389305444444444,"Holcus lanatus","Circumboréal","Rose","Épizoochore","5-8","Panicule d'épillets","Anémogame","Holcus lanatus","Green","Wind flowers","Not applicable",1,1,1.22,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,"Holcus lanatus","G","Csr","P","Holcus lanatus","Herb.perenn",36.12,"0","Holcus lanatus",NA,NA,NA,0.22,0.18,NA,NA,"Panicle",9.70833,"Perennial","C3",1.1,0.675,"Abiotic","Wind","Wind",0.00033799725,340.36,"Holcus lanatus","Rose","Graminées",NA,"Holcus lanatus",0.6,0.41,"Holcus lanatus",NA,NA,"""holcus lanatus l.""","4",5.9,5.9,5,"Holcus lanatus","4","1",3,"5",54.44779412,2,"Nd",0.3552125,"8","Late summer",310.6667882
"Holcus mollis","Holcus mollis",0.37559,1.48514,0.60707,0.34396,0.20249,0.25265,0.23387,"Holcus mollis",6.3,5.6,3,2.7,0,NA,"Holcus mollis","2","Local non-specific dispersal",0.465,0.3484,"Holcus mollis","Atlantique(eury)","Blanc","Épizoochore","6-9","Panicule d'épillets","Anémogame","Holcus mollis","Yellow","Wind flowers","Not applicable",1,1,1.15,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holcus mollis","Herb.perenn",39.39,"1","Holcus mollis",NA,NA,NA,NA,NA,NA,NA,NA,10.535,"Perennial","C3",1,0.4125,"Abiotic","Wind","Wind",0.000672,402.7,NA,NA,NA,NA,"Holcus mollis",0.6,0.32,"Holcus mollis",NA,NA,"""holcus mollis l.""","5",5,5,13.3,"Holcus mollis","5","1",2,"6",69.2,NA,NA,0.31025,"8","Late summer",389.5
"Holcus mollis mollis","Holcus mollis",0.37559,1.48514,0.60707,0.34396,0.20249,0.25265,0.23387,"Holcus mollis",6.3,5.6,3,2.7,0,NA,"Holcus mollis","2","Local non-specific dispersal",0.465,0.3484,"Holcus mollis subsp. mollis","Atlantique(eury)","Blanc","Épizoochore","6-9","Panicule d'épillets","Anémogame","Holcus mollis","Yellow","Wind flowers","Not applicable",1,1,1.15,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holcus mollis","Herb.perenn",39.39,"1","Holcus mollis",NA,NA,NA,NA,NA,NA,NA,NA,10.535,"Perennial","C3",1,0.4125,"Abiotic","Wind","Wind",0.000672,402.7,NA,NA,NA,NA,"Holcus mollis",0.6,0.32,"Holcus mollis",NA,NA,"""holcus mollis l.""","5",5,5,13.3,"Holcus mollis","5","1",2,"6",69.2,NA,NA,0.31025,"8","Late summer",389.5
"Holosteum umbellatum","Holosteum umbellatum",1.62797,1.98612,0.59767,0.58608,0.30695,0.36829,0.43416,"Holosteum umbellatum",8.3,3.2,2.9,7,0,NA,"Holosteum umbellatum","6","Epizoochory",0.166666666666667,0.1455,"Holosteum umbellatum","Eurasiatique tempéré","Blanc, rose","Épizoochore","3-5","Cyme bipare","Entomogame","Holosteum umbellatum","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.707469593,3.977929064,6.325355946,5.257501111,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,"Holosteum umbellatum","H","R","A","Holosteum umbellatum","Ann",30.60150794,NA,"Holosteum umbellatum","Anemochorous",NA,NA,NA,NA,NA,NA,NA,0.365,"Annual","C3",0.34,0.0993333333333333,"Biotic","Insect","Insect",0.000126666666666667,357.5,NA,NA,NA,NA,"Holosteum umbellatum",0.143333333333333,NA,"Holosteum umbellatum",11.5,0.08,"""holosteum umbellatum l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honorius nutans",NA,NA,NA,NA,NA,NA,NA,NA,"Ornithogalum nutans",6.3,3.8,6.5,6.8,0,NA,"Ornithogalum nutans","3","Myrmecochory",0.35,5.96,"Honorius nutans","Européen central","Blanc","Barochore","4-5","Racème simple","Entomogame, autogame","Ornithogalum nutans","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.17636882,3.354875687,5.92,4.906447987,"None","Plenty","Actinomorphe",21.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ornithogalum nutans","Zoochorous",NA,NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",0.6,0.325,"Biotic","Insect","Insect",0.00925,NA,NA,NA,NA,NA,"Ornithogalum nutans",0.6,NA,"Ornithogalum nutans",21.5,NA,"""ornithogalum nutans l.""","3",1,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordelymus europaeus","Hordelymus europaeus",0.02431,1.30359,0.6956,0.12626,0.18968,0.00854,0.10302,"Hordelymus europaeus",4,NA,NA,7.1,0.4,5,"Hordelymus europaeus","2","Local non-specific dispersal",0.86,7.03046666666666,"Hordelymus europaeus","Européen","Vert","Épizoochore","6-8","Épi d'épillets","Anémogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hordelymus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,26.74625,"Perennial","C3",1.2,0.75,"Abiotic","Wind","Wind",0.00610828566666667,369.15,NA,NA,NA,NA,"Hordelymus europaeus",0.8,4.05333333333333,"Hordelymus europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum","Hordeum marinum_Hordeum murinum_Hordeum secalinum",1.59043666666667,1.99686,0.620476666666667,0.600093333333333,0.345236666666667,0.614523333333333,0.365106666666667,"Hordeum marinum_Hordeum murinum_Hordeum secalinum_Hordeum vulgare",8.375,4.2,5.93333333333333,6.6,1.675,6.8,"Hordeum marinum_Hordeum murinum_Hordeum secalinum_Hordeum vulgare","1_2","Local non-specific dispersal",0.463472916666667,15.7899226606801,"Hordeum marinum_Hordeum murinum_Hordeum murinum subsp. leporinum_Hordeum murinum subsp. murinum_Hordeum secalinum_Hordeum vulgare_Hordeum vulgare subsp. distichon","Holarctique_Introduit (asie centr.)_Introduit (asie occ.)_Méditerranéen_Méditerranéen(eury)","Vert","Épizoochore","5-7_5-8_6-8","Épi d'épillets","Anémogame","Hordeum murinum_Hordeum vulgare","Green_Yellow","Wind flowers","Not applicable",1,1,1.781872853,1,"None","Plenty","Actinomorphe",3.5,3.5,"Hordeum murinum","4",50,"R","Thérophytes estivaux","Hordeum murinum subsp. leporinum_Hordeum murinum subsp. murinum_Hordeum vulgare","G","Cr_R","A","Hordeum murinum  subsp. leporinum_Hordeum secalinum","Ann_Herb.perenn",34.404328395,"0","Hordeum chilense_Hordeum distichon_Hordeum marinum_Hordeum murinum_Hordeum secalinum_Hordeum vulgare","Unspecialized",NA,NA,1,0.5,NA,NA,"Spike",11.25229,"Annual_Perennial","C3",0.99,0.4871,"Abiotic","Wind","Wind",0.0197776095238095,308.992,"Hordeum murinum_Hordeum secalinum","Vert","Graminées",NA,"Hordeum marinum_Hordeum murinum_Hordeum secalinum",0.383333333333333,6.195,"Hordeum marinum_Hordeum murinum_Hordeum secalinum_Hordeum vulgare",NA,NA,"""hordeum marinum agg.""_""hordeum murinum l.""_""hordeum vulgare l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum distichon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum vulgare subsp. distichon","Introduit (asie occ.)","Vert","Épizoochore","6-8","Épi d'épillets","Anémogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum distichon",NA,NA,NA,1,0.5,NA,NA,"Spike",22.8,"Annual","C3",1.3,0.7,"Abiotic","Wind","Wind",0.04959,301.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum marinum","Hordeum marinum",1.47585,1.83031,0.53981,0.51566,0.30031,0.17204,0.26738,"Hordeum marinum",8.9,NA,NA,6.9,4.7,NA,"Hordeum marinum","1","Local non-specific dispersal",0.194375,4.152,"Hordeum marinum","Holarctique","Vert","Épizoochore",NA,"Épi d'épillets","Anémogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum marinum","Unspecialized",NA,NA,NA,NA,NA,NA,"Spike",0.315,"Annual","C3",0.85,0.189333333333333,"Abiotic","Wind","Wind",0.0015375,489.7,NA,NA,NA,NA,"Hordeum marinum",0.325,NA,"Hordeum marinum",NA,NA,"""hordeum marinum agg.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum murinum","Hordeum murinum",1.29016,1.92909,0.80098,0.76713,0.19458,0.75604,0.52486,"Hordeum murinum",8.1,3.9,6.4,6.9,0.4,NA,"Hordeum murinum","2","Local non-specific dispersal",0.317916666666667,9.26133679656666,"Hordeum murinum","Holarctique","Vert","Épizoochore","5-8","Épi d'épillets","Anémogame","Hordeum murinum","Green","Wind flowers","Not applicable",1,1,2.473745706,1,"None","Plenty","Actinomorphe",3.5,3.5,"Hordeum murinum","4",50,"R","Thérophytes estivaux",NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum murinum","Unspecialized",NA,NA,NA,NA,NA,NA,"Spike",5.19812,"Annual","C3",0.7,0.352666666666667,"Abiotic","Wind","Wind",0.00520071428571429,348.65,"Hordeum murinum","Vert","Graminées",NA,"Hordeum murinum",0.4,8.2,"Hordeum murinum",NA,NA,"""hordeum murinum l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum murinum leporinum","Hordeum murinum",1.29016,1.92909,0.80098,0.76713,0.19458,0.75604,0.52486,"Hordeum murinum",8.1,3.9,6.4,6.9,0.4,NA,"Hordeum murinum","2","Local non-specific dispersal",0.317916666666667,9.26133679656666,"Hordeum murinum subsp. leporinum","Méditerranéen(eury)","Vert","Épizoochore","5-8","Épi d'épillets","Anémogame","Hordeum murinum","Green","Wind flowers","Not applicable",1,1,2.473745706,1,"None","Plenty","Actinomorphe",3.5,3.5,"Hordeum murinum","4",50,"R","Thérophytes estivaux","Hordeum murinum subsp. leporinum","G","R","A","Hordeum murinum  subsp. leporinum","Ann",35.56199012,NA,"Hordeum chilense",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",NA,NA,NA,NA,NA,NA,NA,"Hordeum murinum","Vert","Graminées",NA,"Hordeum murinum",0.4,8.2,"Hordeum murinum",NA,NA,"""hordeum murinum l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum murinum murinum","Hordeum murinum",1.29016,1.92909,0.80098,0.76713,0.19458,0.75604,0.52486,"Hordeum murinum",8.1,3.9,6.4,6.9,0.4,NA,"Hordeum murinum","2","Local non-specific dispersal",0.317916666666667,9.26133679656666,"Hordeum murinum subsp. murinum","Méditerranéen","Vert","Épizoochore","5-8","Épi d'épillets","Anémogame","Hordeum murinum","Green","Wind flowers","Not applicable",1,1,2.473745706,1,"None","Plenty","Actinomorphe",3.5,3.5,"Hordeum murinum","4",50,"R","Thérophytes estivaux","Hordeum murinum subsp. murinum","G","R","A",NA,NA,NA,NA,"Hordeum murinum","Unspecialized",NA,NA,NA,NA,NA,NA,"Spike",5.19812,"Annual","C3",0.7,0.352666666666667,"Abiotic","Wind","Wind",0.00520071428571429,348.65,"Hordeum murinum","Vert","Graminées",NA,"Hordeum murinum",0.4,8.2,"Hordeum murinum",NA,NA,"""hordeum murinum l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum secalinum","Hordeum secalinum",2.0053,2.23118,0.52064,0.51749,0.54082,0.91549,0.30308,"Hordeum secalinum",8.2,NA,5.2,5.8,1.6,6.8,"Hordeum secalinum","2","Local non-specific dispersal",0.46,4.82385384615384,"Hordeum secalinum","Méditerranéen(eury)","Vert","Épizoochore","5-7","Épi d'épillets","Anémogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum secalinum","Herb.perenn",33.24666667,"0","Hordeum secalinum",NA,NA,NA,NA,NA,NA,NA,NA,4.73,"Perennial","C3",0.8,0.3375,"Abiotic","Wind","Wind",0.0038415,332.67,"Hordeum secalinum","Vert","Graminées",NA,"Hordeum secalinum",0.425,4.19,"Hordeum secalinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum vulgare",NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum vulgare",8.3,4.5,6.2,6.8,0,NA,"Hordeum vulgare","2","Local non-specific dispersal",0.8816,44.9225,"Hordeum vulgare","Introduit (asie centr.)","Vert","Épizoochore","5-7","Épi d'épillets","Anémogame","Hordeum vulgare","Yellow","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,"Hordeum vulgare","G","Cr","A",NA,NA,NA,NA,"Hordeum vulgare",NA,NA,NA,NA,NA,NA,NA,"Spike",23.21833,"Annual","C3",1.3,0.856,"Abiotic","Wind","Wind",0.0387183333333333,72.74,NA,NA,NA,NA,NA,NA,NA,"Hordeum vulgare",NA,NA,"""hordeum vulgare l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum vulgare distichon",NA,NA,NA,NA,NA,NA,NA,NA,"Hordeum vulgare",8.3,4.5,6.2,6.8,0,NA,"Hordeum vulgare","2","Local non-specific dispersal",0.8816,44.9225,"Hordeum vulgare","Introduit (asie centr.)","Vert","Épizoochore","5-7","Épi d'épillets","Anémogame","Hordeum vulgare","Yellow","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,"Hordeum vulgare","G","Cr","A",NA,NA,NA,NA,"Hordeum vulgare",NA,NA,NA,NA,NA,NA,NA,"Spike",23.21833,"Annual","C3",1.3,0.856,"Abiotic","Wind","Wind",0.0387183333333333,72.74,NA,NA,NA,NA,NA,NA,NA,"Hordeum vulgare",NA,NA,"""hordeum vulgare l.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hornungia petraea","Hornungia petraea",1.11794,1.80877,0.57135,0.50634,0.36782,0.11494,0.30275,"Hornungia petraea",8.3,2,1.7,7.8,0,NA,"Hornungia petraea","1","Local non-specific dispersal",0.0873333333333333,0.111088888888888,"Hornungia petraea","Méditerranéen","Blanc","Anémochore","3-5","Racème simple","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hornungia petraea","Anemochorous",NA,NA,NA,NA,NA,NA,NA,0.14,"Annual","C3",0.15,0.062,NA,NA,NA,0.0001388335,190,NA,NA,NA,NA,"Hornungia petraea",0.0833333333333333,NA,"Hornungia petraea",NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Humulus lupulus","Humulus lupulus",0.29153,1.40954,0.64654,0.34225,0.18728,0.08123,0.12294,"Humulus lupulus",6.7,7.9,7.9,6.7,0,6.2,"Humulus lupulus","2","Local non-specific dispersal",4.34,3.35439166666666,"Humulus lupulus","Eurasiatique méridional","Vert","Anémochore","6-9","Cône","Anémogame","Humulus lupulus","Green","Wind flowers","Not applicable",1.947722618,1.694392081,3.379987024,2.202560707,"None","Little","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Humulus lupulus","Anemochorous",NA,NA,NA,NA,NA,NA,NA,77.11,"Perennial","C3",8,5.5,"Abiotic","Wind","Wind",0.0036835,239.67,NA,NA,NA,NA,"Humulus lupulus",8,NA,"Humulus lupulus",NA,NA,"""humulus lupulus l.""","5",3,3,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyacinthoides","Hyacinthoides non-scripta",0.12498,1.32257,0.65235,0.17548,0.1909,0.06017,0.12357,"Hyacinthoides non-scripta",NA,NA,5,5.6,0,NA,"Hyacinthoides non-scripta","1","Local non-specific dispersal",0.22875,5.53327999999999,"Hyacinthoides non-scripta","Méditerranéen-atlantique","Bleu","Barochore","4-6","Racème simple","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hyacinthoides non-scripta",NA,NA,NA,NA,NA,NA,NA,NA,34.995,"Perennial","C3",0.5,0.22,"Biotic","Insect",NA,0.00568802766666667,212.33,NA,NA,NA,NA,"Hyacinthoides non-scripta",0.35,7.975,"Hyacinthoides non-scripta",33.5,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyacinthoides non-scripta","Hyacinthoides non-scripta",0.12498,1.32257,0.65235,0.17548,0.1909,0.06017,0.12357,"Hyacinthoides non-scripta",NA,NA,5,5.6,0,NA,"Hyacinthoides non-scripta","1","Local non-specific dispersal",0.22875,5.53327999999999,"Hyacinthoides non-scripta","Méditerranéen-atlantique","Bleu","Barochore","4-6","Racème simple","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hyacinthoides non-scripta",NA,NA,NA,NA,NA,NA,NA,NA,34.995,"Perennial","C3",0.5,0.22,"Biotic","Insect",NA,0.00568802766666667,212.33,NA,NA,NA,NA,"Hyacinthoides non-scripta",0.35,7.975,"Hyacinthoides non-scripta",33.5,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyacinthus orientalis",NA,NA,NA,NA,NA,NA,NA,NA,"Hyacinthus orientalis",7,4,5,6,0,7,"Hyacinthus orientalis","1","Local non-specific dispersal",0.24,NA,"Hyacinthus orientalis","Introduit (asie occ.)","Bleu","Barochore","2-3","Racème simple","Entomogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hyacinthus orientalis","Zoochorous","Zoochorous",NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",0.5,0.275,"Biotic","Insect","Insect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle sibthorpioides",NA,NA,NA,NA,NA,NA,NA,NA,"Hydrocotyle sibthorpioides",9,9,3,4,0,8,NA,NA,NA,NA,NA,"Hydrocotyle sibthorpioides","Subtropical","Blanc","Hydrochore","6-9","Racème d'ombelles","Entomogame, autogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hydrocotyle sibthorpioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial","C3",0.3,0.1,"Biotic","Insect","Insect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hylotelephium","Hylotelephium maximum_Hylotelephium telephium",0.36613,1.372825,0.582555,0.31317,0.217905,0.20835,0.1992,"Hylotelephium maximum_Hylotelephium telephium",7.45,3.9,3.7,6,0.1,5.35,"Hylotelephium maximum_Hylotelephium telephium","3","Myrmecochory",0.425166666666667,0.0484428571428571,"Hylotelephium argutum_Hylotelephium maximum_Hylotelephium telephium","Eurasiatique_Eurasiatique tempéré_Européen central","Blanc_Rose","Anémochore","7-8_7-9_8-9","Cyme multipare","Entomogame, autogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hylotelephium maximum_Hylotelephium telephium","Unspecialized",NA,NA,NA,NA,NA,NA,NA,10.56375,"Perennial","Cam",0.9,0.45,"Biotic","Insect",NA,5.375e-05,186.31,NA,NA,NA,NA,"Hylotelephium telephium",0.3,0.18,"Hylotelephium telephium_Sedum maximum",11.5,0.0591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hylotelephium maximum","Hylotelephium maximum",0.2726,1.38996,0.59745,0.26988,0.22217,0.14635,0.16983,"Hylotelephium maximum",7.3,3.9,3.4,6,0,5.7,"Hylotelephium maximum","3","Myrmecochory",0.367,0.049,"Hylotelephium maximum","Eurasiatique","Blanc","Anémochore","8-9","Cyme multipare","Entomogame, autogame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hylotelephium maximum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial","Cam",0.8,NA,"Biotic","Insect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sedum maximum",NA,0.0526666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
