"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass_g_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Growth.form_BIEN","Plant.height_m_BIEN"
"Loudetia togoensis","Loudetia togoensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ludwigia","Ludwigia abyssinica_Ludwigia decurrens_Ludwigia erecta_Ludwigia hyssopifolia_Ludwigia leptocarpa_Ludwigia octovalvis_Ludwigia stenorraphe","White",NA,NA,NA,NA,NA,NA,"",0.210154555555556,"Forb_herb_Herb",NA
"Ludwigia abyssinica","Ludwigia abyssinica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ludwigia adscendens diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia decurrens","Ludwigia decurrens","White",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ludwigia erecta","Ludwigia erecta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ludwigia hyssopifolia","Ludwigia hyssopifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ludwigia leptocarpa","Ludwigia leptocarpa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ludwigia octovalvis","Ludwigia octovalvis","",NA,NA,NA,NA,NA,NA,"",0.210154555555556,"Forb_herb",NA
"Ludwigia stenorraphe","Ludwigia stenorraphe","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Luffa aegyptiaca","Luffa aegyptiaca","",NA,NA,NA,NA,NA,NA,"",91.55,"Climber",NA
"Luziola subintegra","Luziola subintegra","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Luzula campestris","Luzula campestris","",73,24.3901697261538,NA,0.00350857142857143,242.099955411111,NA,"3",0.631444444444444,"Forb_herb",0.18958333333375
"Lygodium flexuosum","Lygodium flexuosum","",NA,NA,NA,NA,NA,NA,"",NA,"Fern*_vine",NA
"Lysimachia arvensis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia foemina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macropsychanthus comosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium","Macroptilium atropurpureum_Macroptilium lathyroides","Purple",NA,NA,NA,NA,NA,NA,"",10.11,"Herb_vine",NA
"Macroptilium atropurpureum","Macroptilium atropurpureum","Purple",NA,NA,NA,NA,NA,NA,"",13.3,"Herb_vine",NA
"Macroptilium lathyroides","Macroptilium lathyroides","",NA,NA,NA,NA,NA,NA,"",6.92,"Herb_vine",NA
"Macroptilium longepedunculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macrotyloma biflorum biflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maesobotrya barteri","Maesobotrya barteri","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Malacantha alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malachra radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallotus","Mallotus oppositifolius","",NA,NA,NA,NA,NA,NA,"11",NA,"Shrub",NA
"Mallotus oppositifolius","Mallotus oppositifolius","",NA,NA,NA,NA,NA,NA,"11",NA,"Shrub",NA
"Malva","Malva parviflora","",NA,NA,NA,NA,NA,NA,"",2.036,"4_herb",NA
"Malva parviflora","Malva parviflora","",NA,NA,NA,NA,NA,NA,"",2.036,"4_herb",NA
"Malvastrum coromandelianum","Malvastrum coromandelianum","",NA,NA,NA,NA,NA,NA,"",1.22,"Herb",NA
"Mangifera indica","Mangifera indica","Yellow",NA,7.152762186,NA,NA,461,NA,"1_5",17201.2857142857,"Tree",11.8530033149171
"Manihot esculenta","Manihot esculenta","Green",8000,25.4998894215659,12.132,NA,NA,40.375,"10",114,"Herb_shrub_tree",1.5
"Manotes expansa","Manotes expansa","",NA,NA,NA,NA,NA,NA,"",NA,"Woody climber",NA
"Mansonia altissima","Mansonia altissima","",NA,13.498125,NA,NA,NA,NA,"",NA,"Tree",6.90322580645161
"Marantochloa cuspidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mareya micrantha","Mareya micrantha","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Margaritaria discoidea","Margaritaria discoidea","",NA,NA,NA,NA,NA,NA,"9",NA,"Tree",4
"Mariscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsilea","Marsilea minuta","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic*_herb",NA
"Marsilea minuta","Marsilea minuta","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic*_herb",NA
"Marsypianthes chamaedrys","Marsypianthes chamaedrys","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Mecardonia procumbens","Mecardonia procumbens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Medicago","Medicago polymorpha","Yellow",667.25,20.185,NA,0.033205,224.065,NA,"5",3.02028571428571,"4_herb",0.415384615384615
"Medicago polymorpha","Medicago polymorpha","Yellow",667.25,20.185,NA,0.033205,224.065,NA,"5",3.02028571428571,"4_herb",0.415384615384615
"Megathyrsus maximus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melaleuca quinquenervia","Melaleuca quinquenervia","",NA,NA,NA,NA,NA,NA,"",0.345707,"Tree",8.77936346153846
"Melasma melampyroides","Melasma melampyroides","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Melastoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melastomastrum capitatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melia azedarach","Melia azedarach","Purple",NA,NA,NA,NA,NA,NA,"9",340.198228083333,"Tree_woody",11.0903835841313
"Melicope pteleifolia","Melicope pteleifolia","",NA,NA,NA,NA,NA,NA,"",6.6,"Shrub_tree",NA
"Melilotus albus","Melilotus albus","",271.2212443,22.435231685,9.771,0.020210599,NA,44.125,"6",2.00716666666667,"Herb",NA
"Melilotus indicus","Melilotus indicus","",382,20.6,NA,0.01852531,230,NA,"6",1.7756,"Forb_herb",0.3
"Melinis minutiflora","Melinis minutiflora","",NA,NA,NA,NA,NA,NA,"",0.07,"Herb",NA
"Melinis repens","Melinis repens","",2760.963,17.452007,12.122,0.103814,NA,NA,"",0.294428571428571,"5_grass_herb",NA
"Melliniella micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melochia corchorifolia","Melochia corchorifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic_herb_shrub",NA
"Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merremia","Merremia emarginata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Merremia emarginata","Merremia emarginata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Merremia hederacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merremia pterygocaulos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mesosphaerum pectinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mesosphaerum suaveolens","Mesosphaerum suaveolens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Mezoneuron benthamianum","Mezoneuron benthamianum","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Miconia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miconia crenata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Microchloa indica","Microchloa indica","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Micrococca mercurialis","Micrococca mercurialis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Microdesmis keayana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mikania","Mikania cordata_Mikania micrantha","",NA,42.356,11.3,NA,NA,31.066995,"",0.09,"Herb_twiner_vine_Vine",NA
"Mikania cordata","Mikania cordata","",NA,38.045,11.3,NA,NA,28.53375,"",0.09,"Herb_twiner_vine",NA
"Mikania micrantha","Mikania micrantha","",NA,46.667,11.3,NA,NA,33.60024,"",0.09,"Vine",NA
"Milicia excelsa","Milicia excelsa","",NA,35.3333333333333,NA,NA,NA,NA,"",NA,"Tree",38.165
"Milicia regia","Milicia regia","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",NA
"Millettia thonningii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Millettia zechiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa","Mimosa candollei_Mimosa diplotricha_Mimosa pigra_Mimosa pudica","",NA,NA,NA,NA,NA,NA,"1",10.9195,"Aquatic*_shrub_Climber_herb_shrub_Herb_shrub_Herb_shrub_woody climber*",NA
"Mimosa candollei","Mimosa candollei","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Mimosa diplotricha","Mimosa diplotricha","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_herb_shrub",NA
"Mimosa pigra","Mimosa pigra","",NA,NA,NA,NA,NA,NA,"1",16.525,"Aquatic*_shrub",NA
"Mimosa pudica","Mimosa pudica","",NA,NA,NA,NA,NA,NA,"",5.314,"Herb_shrub_woody climber*",NA
"Mirabilis jalapa","Mirabilis jalapa","",NA,NA,NA,NA,NA,NA,"",55.975,"Herb",NA
"Miscanthidium violaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitracarpus hirtus","Mitracarpus hirtus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Mitragyna inermis","Mitragyna inermis","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub*_tree",NA
"Mitragyna stipulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mollugo","Mollugo verticillata","",NA,NA,NA,NA,NA,NA,"",0.0574,"Herb",0.1
"Mollugo verticillata","Mollugo verticillata","",NA,NA,NA,NA,NA,NA,"",0.0574,"Herb",0.1
"Momordica balsamina","Momordica balsamina","",NA,NA,NA,NA,NA,NA,"",82.4166666666667,"Herb",NA
"Momordica charantia","Momordica charantia","",NA,NA,NA,NA,NA,NA,"",68.4766666666667,"Creeper_vine",NA
"Momordica cissoides","Momordica cissoides","",NA,NA,NA,NA,NA,NA,"",NA,"Herbaceous climber",NA
"Momordica foetida","Momordica foetida","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_climber*_herb_herbaceous climber*_liana*",NA
"Mondia whitei","Mondia whitei","",NA,NA,NA,NA,NA,NA,"10",NA,"Climbing herb_liana",NA
"Monechma ciliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monodora tenuifolia","Monodora tenuifolia","",NA,NA,NA,NA,NA,NA,"",NA,"",4
"Monodora undulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montrichardia arborescens","Montrichardia arborescens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Moorochloa eruciformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morinda citrifolia","Morinda citrifolia","White",NA,NA,NA,NA,NA,24.89,"",NA,"Shrub_tree",NA
"Morinda lucida","Morinda lucida","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",NA
"Motandra paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mucuna","Mucuna flagellipes_Mucuna pruriens","",NA,NA,NA,NA,NA,NA,"",583.5,"Climber_twiner_vine_Woody climber",NA
"Mucuna flagellipes","Mucuna flagellipes","",NA,NA,NA,NA,NA,NA,"",NA,"Woody climber",NA
"Mucuna pruriens","Mucuna pruriens","",NA,NA,NA,NA,NA,NA,"",583.5,"Climber_twiner_vine",NA
"Murdannia","Murdannia nudiflora_Murdannia simplex","",2.27429824561403,23.3882021276596,NA,0.0106925531914894,NA,NA,"",NA,"Aquatic_herb_Herb",NA
"Murdannia nudiflora","Murdannia nudiflora","",2.07754385964912,26.1479361702128,NA,0.00834468085106383,NA,NA,"",NA,"Aquatic_herb",NA
"Murdannia simplex","Murdannia simplex","",2.47105263157895,20.6284680851064,NA,0.0130404255319149,NA,NA,"",NA,"Herb",NA
"Murraya koenigii","Murraya koenigii","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree*",NA
"Murraya paniculata","Murraya paniculata","",NA,NA,NA,NA,NA,NA,"10",83.33,"Shrub_tree",NA
"Musa","Musa paradisiaca","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub*_tree_tree*",NA
"Musa paradisiaca","Musa paradisiaca","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub*_tree_tree*",NA
"Mussaenda elegans","Mussaenda elegans","",NA,NA,NA,NA,NA,NA,"",NA,"Woody climber",NA
"Mussaenda tristigmatica","Mussaenda tristigmatica","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Myosotis discolor","Myosotis discolor","",76.97366,30.3319383333333,NA,0.002757608375,159.247272727273,NA,"4",0.221443,"Herb",0.240833333333333
"Najas pectinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Napoleonaea vogelii","Napoleonaea vogelii","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",NA
"Nasturtium officinale","Nasturtium officinale","",1435,42.225,NA,0.029095646,97.5,NA,"5",0.181,"Forb_herb",0.31625
"Nauclea latifolia","Nauclea latifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",NA
"Nelsonia canescens","Nelsonia canescens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Neojeffreya decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neonotonia","Neonotonia wightii","White",NA,NA,NA,NA,NA,NA,"",NA,"Climber_herb",NA
"Neonotonia wightii","Neonotonia wightii","White",NA,NA,NA,NA,NA,NA,"",NA,"Climber_herb",NA
"Neoschumannia kamerunensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephrolepis biserrata","Nephrolepis biserrata","",NA,NA,NA,NA,NA,NA,"",NA,"Epiphyte_fern_herb_herbaceous climber",NA
"Neptunia plena","Neptunia plena","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic",NA
"Neptunia prostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nesogordonia papaverifera","Nesogordonia papaverifera","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",11.8666666666667
"Neustanthus phaseoloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newbouldia laevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicandra physalodes","Nicandra physalodes","",8881.875,26.225,NA,0.470367,168.544,NA,"7",0.832,"Forb_herb_neophyte_shrub",0.477142857142857
"Nicotiana plumbaginifolia","Nicotiana plumbaginifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic*_herb",NA
"Nidorella aegyptiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea alba","Nymphaea alba","",39342,14.7,NA,2.6827,181,NA,"6",NA,"Herb",0.03
"Nymphaea lotus","Nymphaea lotus","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic*_herb",NA
"Nymphaea rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea rudgeana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphoides indica","Nymphoides indica","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic_aquatic herb_herb",NA
"Ocimum americanum","Ocimum americanum","",NA,NA,NA,NA,NA,NA,"",0.9,"Herb",NA
"Ocimum basilicum","Ocimum basilicum","",NA,NA,NA,NA,NA,NA,"",1.3,"Herb",NA
"Ocimum gratissimum","Ocimum gratissimum","",NA,NA,NA,NA,NA,NA,"",NA,"Forb_herb_herb*_shrub",NA
"Oenothera glazioviana","Oenothera glazioviana","",5647.25,24.253,NA,0.227205,131.349,NA,"6_7",0.7325,"Herb",0.788888888888889
"Oenothera rosea","Oenothera rosea","",317.58,34.279,NA,0.010147,198.433,NA,"",NA,"Herb",0.1475
"Oenothera stricta","Oenothera stricta","",NA,NA,NA,NA,NA,NA,"",0.405,"Herb",0.6
"Olax subscorpioidea","Olax subscorpioidea","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",NA
"Oldenlandia","Oldenlandia affinis_Oldenlandia capensis_Oldenlandia corymbosa_Oldenlandia herbacea_Oldenlandia lancifolia","",NA,NA,NA,NA,NA,NA,"",0.0126666666666667,"Herb",NA
"Oldenlandia affinis","Oldenlandia affinis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oldenlandia capensis","Oldenlandia capensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oldenlandia corymbosa","Oldenlandia corymbosa","",NA,NA,NA,NA,NA,NA,"",0.0126666666666667,"Herb",NA
"Oldenlandia herbacea","Oldenlandia herbacea","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oldenlandia lancifolia","Oldenlandia lancifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Olyra latifolia","Olyra latifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Operculina turpethum","Operculina turpethum","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Ophioglossum reticulatum","Ophioglossum reticulatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ophiopogon japonicus","Ophiopogon japonicus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oplismenus burmanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oplismenus hirtellus","Oplismenus hirtellus","",826.843333333333,NA,NA,0.0348322222222222,251.5,NA,"",NA,"Herb",NA
"Ormocarpum sennoides","Ormocarpum sennoides","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Oryza barthii","Oryza barthii","",1944.773,NA,NA,0.13937,NA,NA,"",NA,"Herb",NA
"Oryza longistaminata","Oryza longistaminata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oryza sativa","Oryza sativa","",1679.1,13.6226,NA,NA,4.03,17.28,"",27.7585,"Grass_herb",0.62
"Ouret lanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis barrelieri","Oxalis barrelieri","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oxalis corniculata","Oxalis corniculata","",220.78,41.956,NA,0.002788,145.766,NA,"6",0.273753944444444,"4_herb",0.155555555555556
"Oxalis debilis","Oxalis debilis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oxalis latifolia","Oxalis latifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Oxalis tetraphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxyanthus formosus","Oxyanthus formosus","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Oxyanthus racemosus","Oxyanthus racemosus","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Oxyanthus unilocularis","Oxyanthus unilocularis","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Oxygonum sinuatum","Oxygonum sinuatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Paederia","Paederia foetida","",NA,NA,NA,NA,NA,51.75,"",NA,"Climber_liana_shrub*_vine",NA
"Paederia farinosa farinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paederia foetida","Paederia foetida","",NA,NA,NA,NA,NA,51.75,"",NA,"Climber_liana_shrub*_vine",NA
"Palhinhaea cernua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palisota hirsuta","Palisota hirsuta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub*_tree",NA
"Pancratium trianthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pandiaka angustifolia","Pandiaka angustifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Panicum","Panicum brevifolium_Panicum pansum_Panicum repens_Panicum subalbidum_Panicum sumatrense_Panicum trichocladum","",2853.87133333333,NA,NA,0.121918333333333,NA,17.635,"",NA,"Herb",NA
"Panicum brevifolium","Panicum brevifolium","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Panicum luridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum pansum","Panicum pansum","",635.996,NA,NA,0.020274,NA,NA,"",NA,"Herb",NA
"Panicum repens","Panicum repens","",NA,NA,NA,NA,NA,17.635,"",NA,"Herb",NA
"Panicum subalbidum","Panicum subalbidum","",648.7,NA,NA,0.018028,NA,NA,"",NA,"Herb",NA
"Panicum sumatrense","Panicum sumatrense","",7276.918,NA,NA,0.327453,NA,NA,"",NA,"Herb",NA
"Panicum trichocladum","Panicum trichocladum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Panicum voeltzkowii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paramollugo nudicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parinari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkia biglobosa","Parkia biglobosa","",NA,NA,NA,NA,NA,NA,"",492.85,"Tree",NA
"Parkinsonia aculeata","Parkinsonia aculeata","Yellow",NA,NA,NA,NA,NA,NA,"10",127.0107,"Shrub_tree",11.2776
"Parthenium hysterophorus","Parthenium hysterophorus","",NA,NA,NA,NA,NA,NA,"",0.45,"Herb",NA
"Paspalum","Paspalum conjugatum_Paspalum dilatatum_Paspalum distichum_Paspalum melanospermum_Paspalum notatum_Paspalum nutans_Paspalum paniculatum_Paspalum plicatulum_Paspalum scrobiculatum_Paspalum urvillei_Paspalum vaginatum_Paspalum virgatum","Green_Yellow",1875.73995502646,17.0357751,12.122,0.048773208994709,NA,25.25,"",1.9927784992785,"Aquatic*_grass_herb_Grass_hemiepiphyte_herb_Herb_Herb_per grass",NA
"Paspalum conjugatum","Paspalum conjugatum","Yellow",212.294444444444,NA,NA,0.00627777777777778,NA,25.25,"",0.692,"Herb",NA
"Paspalum dilatatum","Paspalum dilatatum","Yellow",2784.291,NA,NA,0.067993,NA,NA,"",1.49490909090909,"Herb_per grass",NA
"Paspalum distichum","Paspalum distichum","Green",4045.77428571429,NA,NA,0.108557142857143,NA,NA,"",NA,"Herb",NA
"Paspalum melanospermum","Paspalum melanospermum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Paspalum millegranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum notatum","Paspalum notatum","Yellow",496.782,NA,NA,0.017615,NA,NA,"",2.76142857142857,"Herb",NA
"Paspalum nutans","Paspalum nutans","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Paspalum paniculatum","Paspalum paniculatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Paspalum plicatulum","Paspalum plicatulum","Green",NA,NA,NA,NA,NA,NA,"",1.60333333333333,"Grass_hemiepiphyte_herb",NA
"Paspalum scrobiculatum","Paspalum scrobiculatum","",1544.013,NA,NA,0.033973,NA,NA,"",4.565,"Aquatic*_grass_herb",NA
"Paspalum urvillei","Paspalum urvillei","",NA,17.0357751,12.122,NA,NA,NA,"",0.84,"Herb",NA
"Paspalum vaginatum","Paspalum vaginatum","Green",2171.285,NA,NA,0.0582233333333333,NA,NA,"",NA,"Herb",NA
"Paspalum virgatum","Paspalum virgatum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Passiflora coccinea","Passiflora coccinea","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Passiflora edulis","Passiflora edulis","",NA,NA,NA,NA,NA,NA,"",13.0016,"Liana_vine",NA
"Passiflora foetida","Passiflora foetida","",NA,NA,NA,NA,NA,NA,"",8.97222222222222,"Vine",NA
"Passiflora suberosa","Passiflora suberosa","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_vine",NA
"Passovia pyrifolia","Passovia pyrifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Parasite",NA
"Paullinia pinnata","Paullinia pinnata","",NA,NA,NA,NA,NA,NA,"",NA,"Creeper_liana_vine",NA
"Pavonia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pellaea doniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pentas lanceolata","Pentas lanceolata","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Pentodon pentandrus","Pentodon pentandrus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Peperomia pellucida","Peperomia pellucida","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Pergularia daemia","Pergularia daemia","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_climbing herb_herb_twining shrub",NA
"Perotis","Perotis indica_Perotis patens","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb_Herb",NA
"Perotis indica","Perotis indica","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Perotis patens","Perotis patens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Persea americana","Persea americana","",NA,NA,NA,NA,NA,16.9313931683333,"",15307.5,"Tree",11.6094933333333
"Persicaria","Persicaria chinensis_Persicaria decipiens_Persicaria senegalensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Persicaria chinensis","Persicaria chinensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Persicaria decipiens","Persicaria decipiens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Persicaria ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria senegalensis","Persicaria senegalensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phalaris arundinacea","Phalaris arundinacea","Yellow",1435.21333333333,23.0537972180952,NA,0.0470625828888889,279.805009125,31.8,"6",0.694967,"Grass_herb",1.13328571428571
"Phaseolus vulgaris","Phaseolus vulgaris","",9225.625,17.378,NA,0.507437,227.404,NA,"6",306.168100358423,"Herb_vine*",1.09142857142857
"Phaulopsis ciliata","Phaulopsis ciliata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phaulopsis imbricata","Phaulopsis imbricata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Phaulopsis verticillaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philenoptera cyanescens","Philenoptera cyanescens","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Phragmites australis","Phragmites australis","White",4521.39466625,15.02978236832,16.6733108108108,0.302569613923077,413.901692313333,31.2233333333333,"7",1.26714285714286,"Grass_herb",2.1386
