"original_taxa","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_rank","accepted_taxa"
"Cola millenii","Cola millenii",8043615,"SPECIES","Cola millenii K.Schum.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Cola millenii"
"Cola nitida","Cola nitida",5406687,"SPECIES","Cola nitida (Vent.) Schott & Endl.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Cola nitida"
"Coldenia procumbens","Coldenia procumbens",4059906,"SPECIES","Coldenia procumbens L.","Tracheophyta","Boraginales","Coldeniaceae","EXACT_ACCEPTED","SPECIES","Coldenia procumbens"
"Coleus amboinicus","Coleus amboinicus",5341313,"SPECIES","Coleus amboinicus Lour.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Coleus amboinicus"
"Coleus graniticola","Coleus graniticola",11007032,"SPECIES","Coleus graniticola (A.Chev.) A.J.Paton","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Coleus graniticola"
"Colocasia esculenta","Colocasia esculenta",5330776,"SPECIES","Colocasia esculenta (L.) Schott","Tracheophyta","Alismatales","Araceae","EXACT_ACCEPTED","SPECIES","Colocasia esculenta"
"Combretum comosum hispidum","Combretum comosum hispidum",8301861,"VARIETY","Combretum comosum var. hispidum (M.A.Lawson) Jongkind","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","VARIETY","Combretum comosum hispidum"
"Combretum glutinosum","Combretum glutinosum",3698250,"SPECIES","Combretum glutinosum Perr. ex DC.","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Combretum glutinosum"
"Combretum molle","Combretum molle",7961582,"SPECIES","Combretum molle R.Br. ex G.Don","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Combretum molle"
"Combretum mucronatum","Combretum mucronatum",3699953,"SPECIES","Combretum mucronatum Schumach. & Thonn.","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Combretum mucronatum"
"Combretum paniculatum","Combretum paniculatum",7166895,"SPECIES","Combretum paniculatum Vent.","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Combretum paniculatum"
"Combretum platypterum","Combretum platypterum",3699055,"SPECIES","Combretum platypterum (Welw.) Hutch. & Dalziel","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Combretum platypterum"
"Combretum racemosum","Combretum racemosum",3698656,"SPECIES","Combretum racemosum P.Beauv.","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Combretum racemosum"
"Combretum zenkeri","Combretum zenkeri",3698641,"SPECIES","Combretum zenkeri Engl. & Diels","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Combretum zenkeri"
"Commelina","Commelina",2763939,"GENUS","Commelina Plum. ex L.","Tracheophyta","Commelinales","Commelinaceae","HIGHERRANK_ACCEPTED","GENUS","Commelina"
"Commelina acutispatha","Commelina acutispatha",2764127,"SPECIES","Commelina acutispatha De Wild.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina acutispatha"
"Commelina africana","Commelina africana",2763987,"SPECIES","Commelina africana L.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina africana"
"Commelina benghalensis","Commelina benghalensis",2763941,"SPECIES","Commelina benghalensis L.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina benghalensis"
"Commelina bracteosa lagosensis","Commelina bracteosa lagosensis",7460014,"VARIETY","Commelina bracteosa var. lagosensis (C.B.Clarke) Faden","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","VARIETY","Commelina bracteosa lagosensis"
"Commelina congesta","Commelina congesta",2764066,"SPECIES","Commelina congesta C.B.Clarke","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina congesta"
"Commelina diffusa","Commelina diffusa",2764202,"SPECIES","Commelina diffusa Burm.f.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina diffusa"
"Commelina erecta","Commelina erecta",2764389,"SPECIES","Commelina erecta L.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina erecta"
"Commelina forskaolii","Commelina forskaolii",4270425,"SPECIES","Commelina forskaolii Vahl","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina forskaolii"
"Commelina gambiae","Commelina gambiae",2764147,"SPECIES","Commelina gambiae C.B.Clarke","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina gambiae"
"Commelina macrospatha","Commelina macrospatha",2764042,"SPECIES","Commelina macrospatha Gilg & Ledermann ex Mildbr.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina macrospatha"
"Commelina nigritana nigritana","Commelina nigritana nigritana",8187848,"SUBSPECIES","Commelina nigritana subsp. nigritana","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SUBSPECIES","Commelina nigritana nigritana"
"Commelina schweinfurthii","Commelina schweinfurthii",2764276,"SPECIES","Commelina schweinfurthii C.B.Clarke","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina schweinfurthii"
"Commelina subulata","Commelina subulata",2764438,"SPECIES","Commelina subulata Roth","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Commelina subulata"
"Commiphora africana","Commiphora africana",7286896,"SPECIES","Commiphora africana (Rich.) Engl.","Tracheophyta","Sapindales","Burseraceae","EXACT_ACCEPTED","SPECIES","Commiphora africana"
"Commiphora pedunculata","Commiphora pedunculata",3993856,"SPECIES","Commiphora pedunculata (Kotschy & Peyr.) Engl.","Tracheophyta","Sapindales","Burseraceae","EXACT_ACCEPTED","SPECIES","Commiphora pedunculata"
"Connarus africanus","Connarus africanus",7460262,"SPECIES","Connarus africanus Lam.","Tracheophyta","Oxalidales","Connaraceae","EXACT_ACCEPTED","SPECIES","Connarus africanus"
"Convolvulus prostratus","Convolvulus prostratus",8339877,"SPECIES","Convolvulus prostratus Forssk.","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","SPECIES","Convolvulus prostratus"
"Conyza","Conyza",5397989,"GENUS","Conyza Hill, 1756","Tracheophyta","Asterales","Asteraceae","HIGHERRANK_ACCEPTED","GENUS","Conyza"
"Corchorus","Corchorus",3032212,"GENUS","Corchorus L.","Tracheophyta","Malvales","Malvaceae","HIGHERRANK_ACCEPTED","GENUS","Corchorus"
"Corchorus aestuans","Corchorus aestuans",3152092,"SPECIES","Corchorus aestuans L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Corchorus aestuans"
"Corchorus fascicularis","Corchorus fascicularis",4260572,"SPECIES","Corchorus fascicularis Lam.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Corchorus fascicularis"
"Corchorus olitorius","Corchorus olitorius",3152084,"SPECIES","Corchorus olitorius L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Corchorus olitorius"
"Corchorus tridens","Corchorus tridens",3152090,"SPECIES","Corchorus tridens L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Corchorus tridens"
"Corchorus trilocularis","Corchorus trilocularis",3152081,"SPECIES","Corchorus trilocularis L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Corchorus trilocularis"
"Coriandrum sativum","Coriandrum sativum",3034871,"SPECIES","Coriandrum sativum L.","Tracheophyta","Apiales","Apiaceae","EXACT_ACCEPTED","SPECIES","Coriandrum sativum"
"Cosmos sulphureus","Cosmos sulphureus",3098951,"SPECIES","Cosmos sulphureus Cav.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Cosmos sulphureus"
"Costus afer","Costus afer",2756876,"SPECIES","Costus afer Ker Gawl.","Tracheophyta","Zingiberales","Costaceae","EXACT_ACCEPTED","SPECIES","Costus afer"
"Costus spectabilis","Costus spectabilis",2756942,"SPECIES","Costus spectabilis (Fenzl) K.Schum.","Tracheophyta","Zingiberales","Costaceae","EXACT_ACCEPTED","SPECIES","Costus spectabilis"
"Crassocephalum","Crassocephalum",3115401,"GENUS","Crassocephalum Moench","Tracheophyta","Asterales","Asteraceae","HIGHERRANK_ACCEPTED","GENUS","Crassocephalum"
"Crassocephalum crepidioides","Crassocephalum crepidioides",3115443,"SPECIES","Crassocephalum crepidioides (Benth.) S.Moore","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Crassocephalum crepidioides"
"Crassocephalum rubens","Crassocephalum rubens",3115421,"SPECIES","Crassocephalum rubens (Juss. ex Jacq.) S.Moore","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Crassocephalum rubens"
"Craterostigma nummulariifolium","Craterostigma nummulariifolium",7648981,"SPECIES","Craterostigma nummulariifolium (D.Don) Eb.Fisch., Schäferh. & Kai Müll.","Tracheophyta","Lamiales","Linderniaceae","EXACT_ACCEPTED","SPECIES","Craterostigma nummulariifolium"
"Crateva monticola","Euadenia trifoliolata",7874359,"SPECIES","Euadenia trifoliolata (Vahl ex Schumach. & Thonn.) Oliv.","Tracheophyta","Brassicales","Capparaceae","EXACT_SYNONYM","SPECIES","Euadenia trifoliolata"
"Cressa cretica","Cressa cretica",7324452,"SPECIES","Cressa cretica L.","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","SPECIES","Cressa cretica"
"Crinum","Crinum",2773870,"GENUS","Crinum L.","Tracheophyta","Asparagales","Amaryllidaceae","HIGHERRANK_ACCEPTED","GENUS","Crinum"
"Crinum jagus","Crinum jagus",2853913,"SPECIES","Crinum jagus (J.Thomps.) Dandy","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","SPECIES","Crinum jagus"
"Crinum ornatum","Crinum ornatum",2853725,"SPECIES","Crinum ornatum (Aiton) Herb.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","SPECIES","Crinum ornatum"
"Crocosmia x crocosmiiflora","Crocosmia crocosmiiflora",2747939,"SPECIES","Crocosmia × crocosmiiflora (Lemoine) N.E.Br.","Tracheophyta","Asparagales","Iridaceae","EXACT_ACCEPTED","SPECIES","Crocosmia crocosmiiflora"
"Crotalaria","Crotalaria",2941719,"GENUS","Crotalaria L.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Crotalaria"
"Crotalaria goreensis","Crotalaria goreensis",2941759,"SPECIES","Crotalaria goreensis Guill. & Perr.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria goreensis"
"Crotalaria grahamiana","Crotalaria grahamiana",2941791,"SPECIES","Crotalaria grahamiana Wight & Arn.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria grahamiana"
"Crotalaria juncea","Crotalaria juncea",2942877,"SPECIES","Crotalaria juncea L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria juncea"
"Crotalaria pallida","Crotalaria pallida",8260433,"SPECIES","Crotalaria pallida Aiton","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria pallida"
"Crotalaria retusa","Crotalaria retusa",2942610,"SPECIES","Crotalaria retusa L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria retusa"
"Crotalaria senegalensis","Crotalaria senegalensis",2941917,"SPECIES","Crotalaria senegalensis (Pers.) Bacle ex DC.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria senegalensis"
"Crotalaria spectabilis","Crotalaria spectabilis",2942727,"SPECIES","Crotalaria spectabilis Roth","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria spectabilis"
"Crotalaria uncinella","Crotalaria uncinella",2941986,"SPECIES","Crotalaria uncinella Lam.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Crotalaria uncinella"
"Croton bonplandianus","Croton bonplandianus",3058543,"SPECIES","Croton bonplandianus Baill.","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Croton bonplandianus"
"Croton hirtus","Croton hirtus",3058942,"SPECIES","Croton hirtus L'Hér.","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Croton hirtus"
"Cryptolepis eburnea","Cryptolepis eburnea",7432367,"SPECIES","Cryptolepis eburnea (Pichon) Venter","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Cryptolepis eburnea"
"Cryptolepis nigrescens","Cryptolepis nigrescens",9253610,"SPECIES","Cryptolepis nigrescens (Wennberg) L.Joubert & Bruyns","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Cryptolepis nigrescens"
"Cryptolepis sanguinolenta","Cryptolepis sanguinolenta",5524969,"SPECIES","Cryptolepis sanguinolenta (Lindl.) Schltr.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Cryptolepis sanguinolenta"
"Cryptostegia grandiflora","Cryptostegia grandiflora",3170473,"SPECIES","Cryptostegia grandiflora (Roxb.) R.Br.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Cryptostegia grandiflora"
"Ctenium newtonii","Ctenium newtonii",4140451,"SPECIES","Ctenium newtonii Hack.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Ctenium newtonii"
"Cucumis maderaspatanus","Cucumis maderaspatanus",8364646,"SPECIES","Cucumis maderaspatanus L.","Tracheophyta","Cucurbitales","Cucurbitaceae","EXACT_ACCEPTED","SPECIES","Cucumis maderaspatanus"
"Cucumis melo","Cucumis melo",2874570,"SPECIES","Cucumis melo L.","Tracheophyta","Cucurbitales","Cucurbitaceae","EXACT_ACCEPTED","SPECIES","Cucumis melo"
"Cucumis sativus","Cucumis sativus",2874569,"SPECIES","Cucumis sativus L.","Tracheophyta","Cucurbitales","Cucurbitaceae","EXACT_ACCEPTED","SPECIES","Cucumis sativus"
"Cucurbita",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Cucurbita"
"Cucurbita moschata","Cucurbita moschata",7393329,"SPECIES","Cucurbita moschata (Duchesne) Duchesne ex Poir.","Tracheophyta","Cucurbitales","Cucurbitaceae","EXACT_ACCEPTED","SPECIES","Cucurbita moschata"
"Culcasia angolensis","Culcasia angolensis",2869032,"SPECIES","Culcasia angolensis Welw. ex Schott","Tracheophyta","Alismatales","Araceae","EXACT_ACCEPTED","SPECIES","Culcasia angolensis"
"Culcasia parviflora","Culcasia parviflora",2869049,"SPECIES","Culcasia parviflora N.E.Br.","Tracheophyta","Alismatales","Araceae","EXACT_ACCEPTED","SPECIES","Culcasia parviflora"
"Culcasia scandens","Culcasia scandens",2869021,"SPECIES","Culcasia scandens P.Beauv.","Tracheophyta","Alismatales","Araceae","EXACT_ACCEPTED","SPECIES","Culcasia scandens"
"Cuphea carthagenensis","Cuphea carthagenensis",3188685,"SPECIES","Cuphea carthagenensis (Jacq.) J.F.Macbr.","Tracheophyta","Myrtales","Lythraceae","EXACT_ACCEPTED","SPECIES","Cuphea carthagenensis"
"Cuphea hyssopifolia","Cuphea hyssopifolia",3188698,"SPECIES","Cuphea hyssopifolia Kunth","Tracheophyta","Myrtales","Lythraceae","EXACT_ACCEPTED","SPECIES","Cuphea hyssopifolia"
"Curculigo pilosa","Curculigo pilosa",2853006,"SPECIES","Curculigo pilosa (Schumach. & Thonn.) Engl.","Tracheophyta","Asparagales","Hypoxidaceae","EXACT_ACCEPTED","SPECIES","Curculigo pilosa"
"Curcuma longa","Curcuma longa",2757624,"SPECIES","Curcuma longa L.","Tracheophyta","Zingiberales","Zingiberaceae","EXACT_ACCEPTED","SPECIES","Curcuma longa"
"Cuscuta campestris","Cuscuta campestris",3610757,"SPECIES","Cuscuta campestris Yunck.","Tracheophyta","Solanales","Convolvulaceae","EXACT_ACCEPTED","SPECIES","Cuscuta campestris"
"Cyanotis lanata","Cyanotis lanata",5303394,"SPECIES","Cyanotis lanata Benth.","Tracheophyta","Commelinales","Commelinaceae","EXACT_ACCEPTED","SPECIES","Cyanotis lanata"
"Cyanthillium cinereum","Cyanthillium cinereum",6445734,"SPECIES","Cyanthillium cinereum (L.) H.Rob.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Cyanthillium cinereum"
"Cyathula prostrata","Cyathula prostrata",5384314,"SPECIES","Cyathula prostrata (L.) Blume","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","SPECIES","Cyathula prostrata"
"Cyclospermum leptophyllum","Cyclospermum leptophyllum",8350395,"SPECIES","Cyclospermum leptophyllum (Pers.) Sprague","Tracheophyta","Apiales","Apiaceae","EXACT_ACCEPTED","SPECIES","Cyclospermum leptophyllum"
"Cymbopogon citratus","Cymbopogon citratus",2705275,"SPECIES","Cymbopogon citratus (DC.) Stapf","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Cymbopogon citratus"
"Cymbopogon giganteus","Cymbopogon giganteus",4139089,"SPECIES","Cymbopogon giganteus Chiov.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Cymbopogon giganteus"
"Cynodon dactylon","Cynodon dactylon",6109637,"SPECIES","Cynodon dactylon (L.) Pers.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Cynodon dactylon"
"Cynodon nlemfuensis","Cynodon nlemfuensis",5289802,"SPECIES","Cynodon nlemfuensis Vanderyst","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Cynodon nlemfuensis"
"Cyperus","Cyperus",2713455,"GENUS","Cyperus L.","Tracheophyta","Poales","Cyperaceae","HIGHERRANK_ACCEPTED","GENUS","Cyperus"
"Cyperus acuticarinatus","Cyperus acuticarinatus",2730599,"SPECIES","Cyperus acuticarinatus Kük.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus acuticarinatus"
"Cyperus aggregatus","Cyperus aggregatus",2713662,"SPECIES","Cyperus aggregatus (Willd.) Endl.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus aggregatus"
"Cyperus albescens","Cyperus albescens",9410332,"SPECIES","Cyperus albescens (Steud.) Larridon & Govaerts","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus albescens"
"Cyperus alopecuroides","Cyperus alopecuroides",2715045,"SPECIES","Cyperus alopecuroides Rottb.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus alopecuroides"
"Cyperus alternifolius","Cyperus alternifolius",2714156,"SPECIES","Cyperus alternifolius L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus alternifolius"
"Cyperus amabilis","Cyperus amabilis",2716444,"SPECIES","Cyperus amabilis Vahl","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus amabilis"
"Cyperus aromaticus","Cyperus aromaticus",2718810,"SPECIES","Cyperus aromaticus (Ridl.) Mattf. & Kük.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus aromaticus"
"Cyperus articulatus","Cyperus articulatus",2713638,"SPECIES","Cyperus articulatus L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus articulatus"
"Cyperus buchholzii","Cyperus buchholzii",2715365,"SPECIES","Cyperus buchholzii Boeckeler","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus buchholzii"
"Cyperus compressus","Cyperus compressus",2713479,"SPECIES","Cyperus compressus L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus compressus"
"Cyperus cuspidatus","Cyperus cuspidatus",2716516,"SPECIES","Cyperus cuspidatus Kunth","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus cuspidatus"
"Cyperus cyperinus","Cyperus cyperinus",2715877,"SPECIES","Cyperus cyperinus (Retz.) Valck.Sur.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus cyperinus"
"Cyperus cyperoides","Cyperus cyperoides",2714453,"SPECIES","Cyperus cyperoides (L.) Kuntze","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus cyperoides"
"Cyperus denudatus","Cyperus denudatus",2715328,"SPECIES","Cyperus denudatus L.f.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus denudatus"
"Cyperus difformis","Cyperus difformis",2714796,"SPECIES","Cyperus difformis L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus difformis"
"Cyperus digitatus","Cyperus digitatus",2714238,"SPECIES","Cyperus digitatus Roxb.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus digitatus"
"Cyperus dilatatus","Cyperus dilatatus",2714531,"SPECIES","Cyperus dilatatus Schumach.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus dilatatus"
"Cyperus distans","Cyperus distans",2713460,"SPECIES","Cyperus distans L.f.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus distans"
"Cyperus echinatus","Cyperus echinatus",2716294,"SPECIES","Cyperus echinatus (L.) Alph.Wood","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus echinatus"
"Cyperus eragrostis","Cyperus eragrostis",2715482,"SPECIES","Cyperus eragrostis Lam.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus eragrostis"
"Cyperus erectus","Cyperus erectus",2718633,"SPECIES","Cyperus erectus (Schumach.) Mattf. & Kük.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus erectus"
"Cyperus esculentus","Cyperus esculentus",2716226,"SPECIES","Cyperus esculentus L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus esculentus"
"Cyperus exaltatus","Cyperus exaltatus",2715206,"SPECIES","Cyperus exaltatus Retz.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus exaltatus"
"Cyperus flavescens","Cyperus flavescens",2730906,"SPECIES","Cyperus flavescens L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus flavescens"
"Cyperus haspan","Cyperus haspan",2715828,"SPECIES","Cyperus haspan L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus haspan"
"Cyperus hortensis","Cyperus hortensis",9478376,"SPECIES","Cyperus hortensis (Salzm. ex Steud.) Dorr","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus hortensis"
"Cyperus iria","Cyperus iria",2715729,"SPECIES","Cyperus iria L.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Cyperus iria"
